Player,Team,PPG,APG,RPG,3PM,Games
Brock Harding,TCU,4.6666665,6.0,2.0,0.6666667,3
David Punch,TCU,14.0,1.0,6.6666665,0.6666667,3
Drew McElroy,TCU,0.0,0.0,0.0,0.0,1
Jace Posey,TCU,11.0,0.0,5.5,0.0,2
Jayden Pierre,TCU,12.0,2.0,2.0,1.3333334,3
Kayden Edwards,TCU,2.6666667,0.6666667,0.33333334,0.33333334,3
Liutauras Lelevicius,TCU,6.0,2.0,3.3333333,0.6666667,3
Malick Diallo,TCU,0.0,0.0,1.0,0.0,1
Micah Robinson,TCU,12.666667,1.6666666,6.3333335,1.6666666,3
RJ Jones,TCU,3.0,0.5,0.0,1.0,2
Tanner Toolson,TCU,10.666667,0.33333334,2.3333333,1.3333334,3
Trey Stuart,TCU,0.0,0.0,1.0,0.0,1
Vianney Salatchoum,TCU,1.0,0.5,2.5,0.0,2
Xavier Edmonds,TCU,11.666667,1.6666666,5.3333335,0.0,3
AJ Smith,TEM,10.0,0.0,1.0,0.0,1
Aiden Tobiason,TEM,23.0,1.0,3.0,3.0,1
Ayuba Bryant Jr.,TEM,2.0,0.0,4.0,0.0,1
Babatunde Durodola,TEM,6.0,3.0,8.0,0.0,1
Cam Wallace,TEM,0.0,0.0,0.0,0.0,1
Derrian Ford,TEM,14.0,3.0,3.0,2.0,1
Gavin Griffiths,TEM,16.0,2.0,5.0,2.0,1
Jordan Mason,TEM,10.0,6.0,0.0,1.0,1
Masiah Gilyard,TEM,2.0,0.0,5.0,0.0,1
Amaree Abram,TENN,0.0,1.0,2.0,0.0,2
Amari Evans,TENN,0.0,1.0,1.0,0.0,2
Bishop Boswell,TENN,5.5,1.0,6.5,1.5,2
Cade Phillips,TENN,5.5,0.0,3.0,0.0,2
Clarence Massamba,TENN,1.5,0.0,0.0,0.5,2
DeWayne Brown II,TENN,6.0,1.0,4.0,0.0,2
Ethan Burg,TENN,5.0,4.0,0.0,1.0,2
Felix Okpara,TENN,4.5,0.0,6.5,0.5,2
J.P. Estrella,TENN,14.5,1.5,8.0,0.0,2
Ja'Kobi Gillespie,TENN,14.0,5.0,2.5,3.0,2
Jaylen Carey,TENN,4.0,0.5,5.5,0.0,2
Nate Ament,TENN,20.5,3.0,8.5,1.5,2
Troy Henderson,TENN,4.5,3.5,0.0,1.5,2
Anthon McDermott,TEX,6.0,0.0,1.0,2.0,1
Camden Heide,TEX,0.0,0.0,2.0,0.0,1
Chendall Weaver,TEX,9.0,0.0,5.5,0.0,2
Cole Bott,TEX,0.0,0.0,0.0,0.0,1
Dailyn Swain,TEX,13.0,3.5,7.5,2.0,2
Declan Duru Jr.,TEX,2.0,0.0,1.0,0.0,2
Jordan Pope,TEX,12.5,3.5,1.5,2.0,2
Lassina Traore,TEX,5.0,1.0,7.0,0.0,2
Matas Vokietaitis,TEX,14.5,1.0,9.5,0.0,2
Nic Codie,TEX,4.5,1.0,3.0,0.0,2
Simeon Wilcher,TEX,6.0,2.0,1.5,1.5,2
Tramon Mark,TEX,9.0,1.5,1.5,0.5,2
Ade Popoola,TLSA,9.0,1.5,5.0,1.5,2
Cal Conroy,TLSA,0.0,0.0,0.0,0.0,1
David Green,TLSA,14.5,2.5,4.5,1.0,2
Doryan Onwuchekwa,TLSA,4.0,0.0,0.0,0.0,1
Ian Smikle,TLSA,6.0,2.0,7.0,0.0,2
Jaylen Lawal,TLSA,10.0,1.5,3.0,1.5,2
KJ Martin Jr.,TLSA,2.5,1.5,4.0,0.0,2
Leon Sifferlin,TLSA,3.0,4.0,0.0,1.0,1
Miles Barnstable,TLSA,13.5,3.0,3.5,2.0,2
Romad Dean,TLSA,11.0,0.0,7.5,1.5,2
Tylen Riley,TLSA,14.0,3.0,2.0,1.0,2
Tyler Behrend,TLSA,7.0,1.0,4.5,0.0,2
Aaron Nkrumah,TNST,13.5,3.5,5.0,1.5,2
Alex Garcia,TNST,2.0,0.0,1.0,0.0,1
Antoine Lorick III,TNST,4.0,2.0,5.0,0.0,2
Carlous Williams,TNST,9.0,0.5,2.5,1.5,2
Damon Howard Jr.,TNST,0.0,2.0,0.0,0.0,1
Dante Harris,TNST,17.0,2.0,5.5,1.5,2
JC Brooks,TNST,3.0,0.5,4.0,0.0,2
Jabrion Spikes,TNST,3.5,1.0,4.0,0.0,2
Jalen Pitre,TNST,8.0,1.0,11.5,0.0,2
Jayden Jones,TNST,4.0,0.0,0.0,0.0,1
Kavien Jones,TNST,5.0,0.0,1.0,1.0,1
Khalil London,TNST,11.5,2.0,1.5,1.5,2
Travis Harper II,TNST,15.0,2.0,9.0,2.0,2
Brandon Muntu,TNTC,12.666667,0.33333334,4.6666665,2.0,3
C.J. McPherson,TNTC,2.6666667,1.3333334,3.3333333,0.6666667,3
Colin Ayers,TNTC,3.0,0.0,0.0,1.0,1
Dani Pounds,TNTC,7.6666665,1.3333334,3.6666667,0.0,3
Grant Slatten,TNTC,4.0,0.0,0.5,0.0,2
Hagan Preston,TNTC,2.0,0.0,1.0,0.0,1
Ja'Quavian Florence,TNTC,10.333333,2.3333333,3.3333333,0.6666667,3
JaJuan Nicholls,TNTC,11.666667,0.0,4.6666665,0.0,3
Jacobe Whitted,TNTC,5.3333335,1.0,6.0,0.6666667,3
Jah'Kim Payne,TNTC,2.6666667,2.0,1.3333334,0.33333334,3
Mekhi Cameron,TNTC,14.0,2.0,2.6666667,1.6666666,3
Mekhi Turner,TNTC,6.6666665,0.33333334,3.0,0.0,3
Owen Varnado,TNTC,2.6666667,1.0,2.3333333,0.33333334,3
Ty Owens,TNTC,3.6666667,5.0,2.6666667,0.6666667,3
Austin Parks,TOL,7.0,1.5,3.0,0.0,2
Jaylan Ouwinga,TOL,3.0,1.0,3.5,0.0,2
Kyler Vanderjagt,TOL,13.5,1.0,1.0,3.0,2
Leroy Blyden Jr.,TOL,13.5,5.0,2.5,2.5,2
London Praytor,TOL,4.0,0.0,0.5,1.0,2
Mynor Strong,TOL,4.5,2.5,3.0,0.5,2
Sean Craig,TOL,11.0,2.5,8.0,1.5,2
Sonny Wilson,TOL,15.5,3.5,2.5,1.5,2
Tyler Ode,TOL,1.5,1.0,1.0,0.5,2
Will James Jr.,TOL,0.0,0.5,1.5,0.0,2
Abdou Samb,TOW,0.0,0.0,0.0,0.0,2
Caleb Embeya,TOW,1.0,1.0,4.5,0.0,2
Chike Ndefo,TOW,3.0,0.0,4.5,0.0,2
Dylan Williamson,TOW,13.5,4.0,0.5,1.0,2
Jack Doumbia Jr.,TOW,14.5,1.5,7.0,0.0,2
Jaquan Womack,TOW,3.0,0.0,1.5,0.0,2
Mor Seck,TOW,1.0,0.0,3.5,0.0,2
Ryan Conway,TOW,0.0,0.0,0.0,0.0,1
Tyler Coleman,TOW,0.0,0.0,0.5,0.0,2
Tyler Schmidt,TOW,4.0,0.0,1.5,1.0,2
Tyler Tejada,TOW,17.5,2.5,6.0,1.0,2
Austin Cross,TROY,4.5,0.0,0.0,1.5,2
Cobi Campbell,TROY,7.5,1.0,2.0,1.5,2
Cooper Campbell,TROY,20.0,5.5,5.5,4.0,2
Corbin Green,TROY,1.0,0.0,0.5,0.0,2
Emmanuel Clarton,TROY,0.0,0.0,0.0,0.0,1
Javen Colbert,TROY,0.0,0.0,0.0,0.0,1
Jerrell Bellamy,TROY,1.5,0.0,1.0,0.0,2
Kerrington Kiel,TROY,2.0,2.0,4.0,0.0,2
Theo Seng,TROY,15.0,0.5,5.5,1.0,2
Thomas Dowd,TROY,15.0,2.5,9.5,1.0,2
Victor Valdes,TROY,17.0,3.5,4.0,1.5,2
Christian Anderson,TTU,26.0,9.0,4.5,3.0,2
Donovan Atwell,TTU,20.5,1.0,3.5,6.0,2
JT Toppin,TTU,31.0,4.0,14.0,0.0,1
Jack Francis,TTU,0.0,0.0,1.0,0.0,2
Jaylen Petty,TTU,4.5,2.5,4.5,1.0,2
Jazz Henderson,TTU,1.0,0.0,1.5,0.0,2
LeJuan Watts,TTU,11.0,1.0,6.0,0.0,1
Leon Horner,TTU,10.0,0.0,3.0,2.0,1
Marial Akuentok,TTU,3.5,0.5,5.0,0.5,2
Nolan Groves,TTU,7.0,2.0,8.0,1.5,2
Tyeree Bryan,TTU,9.5,0.5,7.5,1.5,2
Asher Woods,TULN,13.5,2.5,2.5,1.0,2
Curtis Williams Jr.,TULN,12.0,1.5,4.0,2.0,2
Davion Bradford,TULN,0.0,0.0,0.0,0.0,2
Josiah Moore,TULN,6.0,1.5,1.0,0.0,2
KJ Greene,TULN,7.5,1.5,0.5,0.5,2
Percy Daniels,TULN,0.0,1.0,2.0,0.0,2
Rowan Brumbaugh,TULN,22.5,4.0,5.0,3.5,2
Scotty Middleton,TULN,8.5,1.0,5.0,1.5,2
Tyler Ringgold,TULN,12.0,2.0,5.5,1.5,2
Ahmed Nedal Abdelrahman,TXSO,3.0,2.0,0.5,1.0,2
Alex Anderson,TXSO,7.5,1.0,1.0,0.0,2
Anthony Andrews,TXSO,4.0,1.5,2.0,0.0,2
Cameron Patterson,TXSO,11.5,1.5,4.0,0.0,2
Duane Posey,TXSO,8.0,0.5,3.5,0.0,2
Jaylen Wysinger,TXSO,7.0,3.0,1.0,1.0,2
Jordan Gorecki,TXSO,0.5,0.0,2.5,0.0,2
Josh Akpovwa,TXSO,0.0,0.0,3.0,0.0,1
Kolby Granger,TXSO,3.5,0.5,3.5,0.5,2
Oumar Koureissi,TXSO,2.0,0.0,3.0,0.0,1
Troy Hupstead,TXSO,15.0,1.0,9.0,3.0,1
Zytarious Mortle,TXSO,3.0,1.5,1.5,0.0,2
Cameron Simpson,TXST,0.0,0.0,1.5,0.0,2
DJ Hall,TXST,9.0,2.6666667,4.0,0.0,3
Deke Thompson,TXST,3.5,0.0,0.5,0.5,2
Dimp Pernell,TXST,8.333333,1.6666666,2.6666667,1.6666666,3
Franck Emmou,TXST,10.333333,0.33333334,3.3333333,1.6666666,3
Isaiah Barganier,TXST,1.0,0.0,0.5,0.0,2
Jaelyn Lee,TXST,7.3333335,1.0,1.3333334,1.3333334,3
Jalen Bolden,TXST,3.6666667,0.0,3.0,0.0,3
Kaden Gumbs,TXST,9.0,5.3333335,3.0,0.6666667,3
Kyndall Davis,TXST,2.0,0.0,2.0,0.0,1
Makai Willis,TXST,8.666667,0.33333334,4.3333335,0.0,3
Mark Drone,TXST,11.0,2.3333333,2.0,1.3333334,3
Robert Fields,TXST,4.6666665,0.6666667,2.3333333,0.0,3
Tay Knox,TXST,2.0,0.33333334,2.6666667,0.0,3
Ahmad Robinson,UAB,11.0,5.0,2.5,1.5,2
Ari Gooch,UAB,0.0,1.0,1.0,0.0,2
Chance Westry,UAB,18.5,3.5,3.5,1.5,2
Daniel Rivera,UAB,11.0,0.0,5.5,0.0,2
Dayjaun Anderson,UAB,3.0,1.5,1.5,0.5,2
Evan Chatman,UAB,6.0,2.5,9.0,1.0,2
Jacob Meyer,UAB,18.5,0.5,3.5,0.5,2
Joao Das Chagas,UAB,1.0,0.0,2.5,0.0,2
KyeRon Lindsay-Martin,UAB,8.0,0.5,6.0,0.0,2
Lance Carr,UAB,0.0,0.0,1.5,0.0,2
Quaran McPherson,UAB,1.5,0.0,0.0,0.0,2
Salim London,UAB,9.5,1.0,1.0,1.5,2
Amir Lindsey,UALB,13.5,3.0,4.0,2.0,2
Isaac Abidde,UALB,0.5,0.0,3.5,0.0,2
Jaden Kempson,UALB,10.0,4.0,6.5,0.5,2
Ma'Kye Taylor,UALB,1.0,0.0,0.5,0.0,2
Miles Rose,UALB,1.0,1.0,0.0,0.0,1
Nas Muhammad,UALB,7.0,2.0,0.0,1.0,1
Okechukwu Okeke,UALB,8.5,1.5,5.0,0.0,2
Tarique Foster,UALB,5.5,0.5,1.5,1.5,2
Yaya Keita,UALB,3.0,1.0,2.5,0.0,2
Zacharie Matulu,UALB,11.5,0.0,7.0,1.0,2
Ahmad Johnson,UAPB,3.3333333,0.33333334,1.3333334,0.6666667,3
Alex Mirhosseini,UAPB,9.5,1.0,2.0,3.0,2
Dennis Asoro,UAPB,0.5,0.0,1.5,0.0,2
Jai'chaunn Hayes,UAPB,6.5,0.0,1.0,1.5,2
Jaquan Scott,UAPB,18.0,0.33333334,7.6666665,0.6666667,3
Kyle Brown,UAPB,0.0,0.33333334,2.0,0.0,3
Milhan Charles,UAPB,7.6666665,1.6666666,4.0,0.0,3
Quion Williams,UAPB,17.0,3.3333333,7.6666665,1.0,3
Travis Pourciau,UAPB,0.0,0.0,0.0,0.0,1
Trejon Ware,UAPB,0.0,1.0,1.0,0.0,1
Trevon Payton,UAPB,8.0,3.0,5.0,1.6666666,3
Abdullah Amzil,UCD,1.5,0.5,0.0,0.5,2
Brayden Fagbemi,UCD,0.0,7.0,6.0,0.0,1
Carl Daughtery Jr.,UCD,9.0,3.0,3.0,1.0,1
Chase Rawlins,UCD,1.6666666,2.0,1.0,0.0,3
Connor Sevilla,UCD,17.666666,0.33333334,2.3333333,3.6666667,3
Cyril Franklin Jr.,UCD,2.0,1.0,1.0,0.0,1
Isaiah Chappell,UCD,13.0,2.0,3.6666667,2.6666667,3
Jalen Stokes,UCD,4.0,1.0,4.3333335,0.33333334,3
Jonathan Noudjihidi,UCD,0.5,0.0,2.0,0.0,2
Marcus Wilson,UCD,7.6666665,3.6666667,3.6666667,0.33333334,3
Niko Rocak,UCD,8.666667,1.3333334,5.3333335,0.33333334,3
Nils Cooper,UCD,17.0,1.5,5.0,1.0,2
Omer Suljanovic,UCD,10.666667,0.33333334,5.3333335,0.6666667,3
Carmelo Pacheco,UCF,2.5,0.5,2.5,0.5,2
Chris Johnson,UCF,17.0,5.0,0.0,3.0,1
Devan Cambridge,UCF,9.5,1.5,5.5,0.5,2
Elijah Hulsewe,UCF,0.0,0.0,1.0,0.0,2
George Beale Jr.,UCF,3.0,0.5,0.5,0.0,2
Jamichael Stillwell,UCF,12.5,0.5,5.0,0.0,2
Jeremy Foumena,UCF,3.0,0.5,0.5,0.0,2
John Bol,UCF,3.5,0.0,1.0,0.0,2
Jordan Burks,UCF,12.0,0.0,4.5,1.5,2
Kris Parker,UCF,1.0,0.5,0.5,0.0,2
Riley Kugel,UCF,22.0,3.5,4.5,4.5,2
Themus Fulks,UCF,10.0,6.0,2.0,0.0,2
Akiva McBirney-Griffin,UCI,7.3333335,1.3333334,3.6666667,0.0,3
Ben Egbo,UCI,4.6666665,2.3333333,2.0,0.0,3
Derin Saran,UCI,12.666667,7.0,10.0,0.33333334,3
Elijah Chol,UCI,4.3333335,1.6666666,5.3333335,0.0,3
Harrison Carrington,UCI,13.333333,0.33333334,5.0,0.33333334,3
Jovan Jester Jr.,UCI,13.0,4.0,3.0,1.6666666,3
Jurian Dixon,UCI,18.333334,3.3333333,3.6666667,2.6666667,3
Kyle Evans,UCI,12.666667,0.33333334,5.0,0.0,3
Nes Emeneke,UCI,8.0,0.6666667,5.6666665,0.0,3
Tama Isaac,UCI,9.333333,7.3333335,5.3333335,1.3333334,3
Tishan Ahir,UCI,2.5,0.0,0.0,0.0,2
Brandon Williams,UCLA,0.0,0.33333334,0.6666667,0.0,3
Donovan Dent,UCLA,16.5,6.5,3.0,0.5,2
Eric Dailey Jr.,UCLA,12.0,1.5,3.5,1.5,2
Eric Freeny,UCLA,1.0,0.5,0.5,0.0,2
Jamar Brown,UCLA,7.0,0.6666667,5.0,1.0,3
Skyy Clark,UCLA,9.666667,2.0,2.6666667,1.3333334,3
Steven Jamerson II,UCLA,3.0,0.33333334,3.3333333,0.0,3
Trent Perry,UCLA,12.333333,4.3333335,3.3333333,1.0,3
Tyler Bilodeau,UCLA,16.333334,1.0,4.6666665,1.3333334,3
Xavier Booker,UCLA,11.0,2.6666667,6.0,0.33333334,3
Andrew Henderson,UCR,14.5,3.0,5.5,2.5,2
BJ Kolly,UCR,4.5,1.5,4.5,0.0,2
Ben Waller,UCR,2.0,0.5,3.0,0.0,2
Daniel Tobiloba,UCR,1.0,0.0,1.5,0.0,2
De'Undrae Perteete Jr.,UCR,4.5,1.5,1.5,0.5,2
Denzel Hines,UCR,0.0,1.0,0.0,0.0,1
Dylan Godfrey,UCR,8.5,4.5,5.0,1.5,2
EJ Spillman,UCR,0.0,2.0,0.0,0.0,1
Jailen Daniel-Dalton,UCR,6.0,0.5,2.0,0.0,2
Marqui Worthy Jr.,UCR,18.5,3.5,5.5,1.0,2
Osiris Grady,UCR,18.0,0.5,7.0,0.5,2
Tyler Jones,UCR,4.5,0.5,1.0,1.5,2
Aidan Mahaney,UCSB,13.0,4.5,1.5,3.0,2
CJ Shaw,UCSB,14.5,1.5,3.0,1.0,2
Colin Smith,UCSB,18.5,1.0,4.0,2.5,2
Evans Kipruto,UCSB,2.0,0.0,2.0,0.0,1
Hosana Kitenge,UCSB,10.5,1.0,6.0,0.0,2
Isaac Shingange,UCSB,0.0,0.0,0.0,0.0,1
Jason Fontenet II,UCSB,5.0,2.0,3.0,0.0,2
John Simcoe,UCSB,0.0,0.0,2.0,0.0,1
Kyle Haughy,UCSB,2.0,0.0,2.0,0.0,1
Luke Zuffelato,UCSB,0.0,1.0,1.0,0.0,1
Michael Simcoe,UCSB,3.0,0.5,3.0,0.0,2
Miro Little,UCSB,11.5,4.5,7.5,1.0,2
Zion Sensley,UCSB,13.5,0.5,8.0,1.5,2
Aidan Burke,UCSD,7.0,2.0,2.5,2.0,2
Alex Chaikin,UCSD,11.5,1.0,3.5,2.0,2
Bol Dengdit,UCSD,6.5,2.0,5.5,0.5,2
Cade Pendleton,UCSD,7.5,1.0,3.5,2.5,2
Christopher Cox,UCSD,0.0,0.0,0.0,0.0,1
Dimitrije Vukicevic,UCSD,0.0,0.5,0.5,0.0,2
Emanuel Prospere II,UCSD,8.0,2.5,4.5,0.5,2
Hudson Mayes,UCSD,9.5,1.5,5.5,0.0,2
Jaden Vance,UCSD,6.5,0.0,3.0,0.0,2
Leo Beath,UCSD,15.5,2.0,4.5,0.5,2
Ryder Elisaldez,UCSD,3.0,2.0,1.0,0.0,2
Tom Beattie,UCSD,16.5,2.5,5.0,2.0,2
Trap Johnson,UCSD,0.0,0.0,1.0,0.0,2
Blue Cain,UGA,15.0,1.3333334,4.3333335,2.3333333,3
Brandon Klatsky,UGA,2.6666667,0.0,0.0,0.6666667,3
Dylan James,UGA,5.6666665,2.0,7.0,0.0,3
Jaden Newell,UGA,0.0,0.0,0.0,0.0,3
Jake Wilkins,UGA,14.333333,1.0,4.0,0.6666667,3
Jeremiah Wilkinson,UGA,16.333334,1.3333334,1.6666666,1.6666666,3
Jordan Ross,UGA,5.3333335,3.0,2.3333333,0.6666667,3
Justin Abson,UGA,3.0,0.6666667,4.3333335,0.0,3
Justin Bailey,UGA,7.6666665,1.3333334,1.6666666,1.6666666,3
Kanon Catchings,UGA,12.333333,2.3333333,6.0,2.0,3
Kareem Stagg,UGA,9.0,1.3333334,3.6666667,0.33333334,3
Marcus Millender,UGA,7.3333335,4.6666665,3.0,1.3333334,3
Somtochukwu Cyril,UGA,7.3333335,0.33333334,4.6666665,0.0,3
Abdul Momoh,UIC,2.0,1.0,5.0,0.0,2
Ahmad Henderson II,UIC,20.5,2.0,1.5,3.5,2
Andy Johnson,UIC,14.0,2.0,2.0,2.5,2
Ante Beljan,UIC,2.5,0.0,1.5,0.0,2
Elijah Crawford,UIC,13.0,3.0,3.0,1.0,1
Jayce Nathaniel,UIC,9.0,0.5,4.5,1.0,2
Josiah Hammons,UIC,6.5,0.5,1.5,1.5,2
Mekhi Lowery,UIC,5.5,1.0,5.0,0.0,2
Rashund Washington Jr.,UIC,7.5,2.5,4.0,1.0,2
Sam Silverstein,UIC,8.0,2.0,5.0,0.0,2
Tai Walters-Whitaker,UIC,0.0,1.0,1.0,0.0,1
Amani Drummond,UIW,2.0,0.0,1.0,0.0,1
Davion Bailey,UIW,19.0,3.0,6.0,2.0,2
Drew Barbee,UIW,0.0,1.0,0.0,0.0,1
Esteban Mann,UIW,2.0,1.0,0.0,0.0,1
Harold Woods,UIW,7.5,2.0,7.0,0.0,2
Harrison Reede,UIW,19.5,0.0,1.5,6.5,2
Jayden Williams,UIW,5.0,0.0,2.0,0.0,1
Jordan Pyke,UIW,10.0,1.5,4.0,0.5,2
Lewis Rowe,UIW,6.0,4.0,10.0,0.0,1
Love Bettis,UIW,6.0,2.0,0.5,1.0,2
Marcus Glover,UIW,0.0,0.0,4.0,0.0,1
Mihael Tomic,UIW,2.0,0.0,2.0,0.0,1
Tahj Staveskie,UIW,13.5,5.5,5.0,1.5,2
Tyler Simon,UIW,0.0,0.0,0.0,0.0,1
Andrija Jelavić,UK,6.5,0.5,5.0,0.5,2
Brandon Garrison,UK,10.0,2.5,4.5,0.0,2
Collin Chandler,UK,14.5,4.0,3.5,4.0,2
Denzel Aberdeen,UK,11.0,4.0,4.5,1.0,2
Jaland Lowe,UK,6.0,5.0,2.0,0.0,1
Jasper Johnson,UK,10.0,4.5,1.0,2.0,2
Kam Williams,UK,1.0,0.5,3.0,0.0,2
Malachi Moreno,UK,11.5,2.0,9.5,0.0,2
Mouhamed Dioubate,UK,10.5,2.0,6.0,0.5,2
Otega Oweh,UK,14.0,1.5,4.0,1.0,2
Trent Noah,UK,0.0,0.0,2.0,0.0,1
Walker Horn,UK,0.0,0.0,0.0,0.0,2
Zach Tow,UK,0.0,0.0,0.0,0.0,2
Dariyus Woodson,UL,3.0,0.0,1.0,1.0,2
De'Vion Lavergne,UL,8.5,3.0,5.0,1.0,2
Dorian Finister,UL,8.0,1.5,3.5,1.0,2
Jamyron Keller,UL,17.0,3.0,2.0,2.0,2
Jaxon Olvera,UL,16.5,2.0,5.5,2.0,2
Jeremiah Evans,UL,1.0,0.0,2.0,0.0,2
Joshua Lewis,UL,3.0,0.0,2.5,0.0,2
Karris Bilal,UL,0.0,0.0,0.0,0.0,1
Kyran Ratliff,UL,2.0,0.0,3.5,0.0,2
Mike Collins,UL,0.0,1.0,0.0,0.0,2
Milan Mejia,UL,0.0,0.0,1.0,0.0,1
Todd Jones Jr.,UL,2.0,0.0,2.5,0.0,2
Ajay Tew,ULM,3.3333333,0.0,0.0,0.33333334,3
Alex Huguet Carrasco,ULM,4.0,0.6666667,4.0,0.6666667,3
Alex Molofeev,ULM,8.0,1.3333334,3.6666667,1.0,3
Cam Campbell,ULM,0.0,0.0,0.0,0.0,2
Dylan Diaz,ULM,8.0,2.6666667,3.6666667,1.3333334,3
Krystian Lewis,ULM,15.333333,4.6666665,2.3333333,1.6666666,3
MJ Russell,ULM,14.666667,1.6666666,3.3333333,1.6666666,3
Micah Caster,ULM,5.6666665,1.0,0.6666667,0.33333334,3
Przemek Hartman,ULM,8.0,1.0,3.6666667,0.33333334,3
Renars Sondors,ULM,10.666667,1.0,3.3333333,1.3333334,3
Wiggy Ball,ULM,0.6666667,0.6666667,2.3333333,0.0,3
Ace Valentine,UMBC,11.5,5.0,4.0,1.5,2
Caden Diggs,UMBC,5.0,0.0,7.0,0.0,1
Cougar Downing,UMBC,5.0,1.0,1.0,1.0,1
DJ Armstrong Jr.,UMBC,13.5,2.0,1.0,3.5,2
Daylon Dickerson,UMBC,7.0,2.0,4.0,0.0,2
Devin Ceaser,UMBC,2.0,0.0,0.0,0.0,1
Jah'likai King,UMBC,18.5,1.0,6.5,3.5,2
Jake Stout,UMBC,0.0,0.0,0.0,0.0,1
Jose Roberto Tanchyn,UMBC,9.0,1.0,4.5,2.0,2
Paul Greene,UMBC,0.0,0.0,0.0,0.0,1
Riley Jacobs,UMBC,3.0,2.0,4.0,0.0,2
Saahil Thakkar,UMBC,0.0,0.0,0.0,0.0,1
Tim Eze,UMBC,4.0,0.0,3.0,0.0,2
Christopher Flippin,UMES,4.0,1.0,3.3333333,0.0,3
Dorion Staples,UMES,7.3333335,1.6666666,3.6666667,0.33333334,3
Jaden Cooper,UMES,5.3333335,1.3333334,2.0,1.3333334,3
Jaden Johnson,UMES,1.5,0.5,1.5,0.0,2
Javoy Thompson,UMES,3.6666667,0.33333334,0.6666667,0.0,3
Joseph Locandro,UMES,10.666667,0.33333334,4.3333335,2.0,3
Justin Monden,UMES,5.6666665,1.0,2.0,0.33333334,3
Levi Beckwith,UMES,2.6666667,1.0,0.6666667,0.6666667,3
Maurice Vassel,UMES,3.6666667,0.33333334,1.6666666,0.0,3
Maurio Hanson Jr.,UMES,5.0,2.0,3.0,0.0,2
Michael Teal,UMES,1.3333334,2.0,1.0,0.0,3
Trey Brown,UMES,5.0,1.6666666,5.0,0.33333334,3
Trey Hall,UMES,0.6666667,0.33333334,1.6666666,0.0,3
Zion Obanla,UMES,7.3333335,0.33333334,4.0,0.0,3
Angel Montas Jr.,UML,6.0,1.0,4.0,0.0,1
Austin Green,UML,11.666667,1.6666666,6.6666665,0.0,3
Darrel Yepdo,UML,8.333333,2.6666667,3.3333333,1.6666666,3
Isaiah Walter,UML,3.6666667,1.3333334,2.3333333,0.33333334,3
JJ Massaquoi,UML,13.0,0.0,3.6666667,0.0,3
Jared Frey,UML,9.333333,2.0,3.3333333,1.3333334,3
Jerrell Roberson II,UML,2.0,0.0,1.0,0.0,3
Keenan Bey,UML,6.0,1.0,0.0,1.0,1
Khalil Farmer,UML,7.0,0.33333334,1.3333334,1.0,3
Kris Johnson,UML,0.0,1.0,0.0,0.0,1
Shawn Simmons II,UML,5.3333335,0.6666667,4.3333335,0.0,3
Xavier Spencer,UML,9.333333,2.0,4.3333335,1.3333334,3
Braylon Patton,UNA,8.0,0.5,1.5,1.5,2
Canin Jefferson,UNA,12.0,0.0,2.0,2.0,2
Corneilous Williams,UNA,15.0,1.5,12.5,0.0,2
Cortez Graham-Howard,UNA,1.0,1.5,2.0,0.0,2
Dallas Howell,UNA,5.0,2.0,4.0,0.5,2
DarKaun King,UNA,4.5,0.0,1.0,0.0,2
Donte Bacchus,UNA,10.0,2.0,6.0,0.0,2
Jamal Albritton,UNA,0.0,0.0,2.0,0.0,1
Kedar Bodie,UNA,4.5,0.0,1.5,0.5,2
Kevin de Kovachich,UNA,16.0,2.5,3.0,2.0,2
Tank Washington,UNA,0.0,1.0,0.5,0.0,2
Caleb Wilson,UNC,23.0,3.5,5.5,0.5,2
Derek Dixon,UNC,1.5,0.0,3.5,0.5,2
Elijah Davis,UNC,0.0,0.0,0.0,0.0,1
Evan Smith,UNC,0.0,1.0,1.0,0.0,1
Henri Veesaar,UNC,17.0,2.5,7.0,1.0,2
Isaiah Denis,UNC,5.0,0.0,1.0,1.0,1
Ivan Matlekovic,UNC,0.0,0.0,0.0,0.0,1
James Brown,UNC,0.0,1.0,1.0,0.0,1
Jarin Stevenson,UNC,4.0,0.5,3.5,0.5,2
Jaydon Young,UNC,5.0,0.0,1.0,1.0,1
John Holbrook,UNC,0.0,0.0,1.0,0.0,1
Jonathan Powell,UNC,3.0,0.5,0.0,1.0,2
Kyan Evans,UNC,13.5,4.0,4.0,3.0,2
Luka Bogavac,UNC,7.5,3.0,3.0,1.0,2
Seth Trimble,UNC,14.5,3.5,5.0,0.0,2
Zayden High,UNC,1.5,1.0,3.0,0.5,2
DJ Patrick,UNCA,7.0,0.0,2.0,1.5,2
Daniel Thomas,UNCA,2.0,0.5,5.0,0.0,2
Jakel Powell,UNCA,5.0,1.0,2.0,0.0,1
Julian Clarke,UNCA,0.0,1.0,1.0,0.0,2
Justin Wright,UNCA,20.5,0.0,2.5,2.0,2
Kameron Taylor,UNCA,19.0,3.0,5.0,0.5,2
Myles Mayfield,UNCA,6.5,0.0,3.0,0.0,2
Sage Tolentino,UNCA,2.5,0.5,3.0,0.0,2
Toyaz Solomon,UNCA,14.0,1.0,8.5,0.0,2
Antwann Jones,UNCG,2.5,0.5,2.5,0.5,2
Assane Mandian,UNCG,1.0,0.5,0.5,0.0,2
