Player,Team,PPG,APG,RPG,3PM,Games
King Ijeoma,CAN,2.6666667,0.33333334,2.3333333,0.0,3
Max Jusianiec,CAN,1.5,1.5,1.0,0.5,2
Mike Evbagharu,CAN,8.0,3.3333333,5.6666665,0.6666667,3
Myles Wilmoth,CAN,3.6666667,1.6666666,2.3333333,0.33333334,3
Nicco DiGiulio,CAN,0.0,0.0,0.0,0.0,2
Trevor Augustine,CAN,0.0,0.0,0.0,0.0,2
Zach Christian,CAN,0.0,0.0,0.5,0.0,2
Camren Hunter,CARK,9.0,2.5,2.5,1.0,2
Chris Mason,CARK,4.0,0.5,3.5,0.0,2
Cole McCormick,CARK,10.5,0.0,4.0,1.5,2
Ethan Thomas,CARK,0.0,0.5,0.0,0.0,2
Harry Beauchamp,CARK,1.5,0.5,2.0,0.5,2
J.C. Shulman,CARK,3.0,0.0,0.0,1.0,2
Javion Guy-King,CARK,8.5,3.5,2.5,1.5,2
Luke Moore,CARK,5.0,1.5,4.5,1.0,2
Malchiah Marable,CARK,5.5,0.5,1.0,0.0,2
Owen Derhmann,CARK,0.0,0.0,1.0,0.0,2
Parker Applegate,CARK,4.5,0.0,4.0,0.5,2
Rashad Bolden,CARK,9.5,1.5,5.0,1.5,2
Truman Byrne,CARK,5.0,1.5,4.0,1.0,2
Ty Robinson,CARK,12.5,2.5,3.0,3.0,2
Tyler Lee,CARK,3.5,0.5,2.5,0.0,2
Bradey Henige,CBU,5.0,0.5,6.5,0.0,2
Devon Malcolm,CBU,4.0,0.5,5.0,0.5,2
Dominique Daniels Jr.,CBU,19.5,5.5,2.5,1.5,2
Jalen Dollar,CBU,0.0,0.0,0.0,0.0,1
Jayden Jackson,CBU,8.0,3.5,5.5,1.0,2
Jonathan Griman,CBU,9.5,0.0,7.5,0.0,2
Jordan Muller,CBU,1.0,1.0,0.5,0.0,2
Martel Williams,CBU,14.5,0.5,5.5,2.5,2
Miles Daniels,CBU,11.0,4.0,2.0,1.0,1
Monty Bowser,CBU,3.0,1.0,0.0,1.0,1
Thomas Ndong,CBU,9.5,2.0,8.5,0.5,2
Adam Fox,CCSU,0.0,0.0,2.0,0.0,1
Ashton Reynolds,CCSU,2.0,0.0,4.0,0.0,1
Daniel James,CCSU,8.0,1.0,5.0,0.0,1
Darin Smith Jr.,CCSU,15.0,0.5,5.0,0.5,2
Elijah Parker,CCSU,6.5,1.5,2.5,1.5,2
Gabe Spinelli,CCSU,2.5,2.5,1.5,0.5,2
Ja'Kobe Williams,CCSU,3.0,4.0,5.0,0.5,2
James Jones,CCSU,7.5,0.5,9.5,0.5,2
Jay Rodgers,CCSU,9.5,5.0,2.5,1.0,2
Jayden Mott,CCSU,4.0,1.5,3.5,0.5,2
Max Frazier,CCSU,11.0,1.5,7.0,0.0,2
Melo Sanchez,CCSU,6.5,0.5,3.0,1.5,2
Nico Ashley,CCSU,8.5,2.0,3.5,0.5,2
Roddy Jones,CCSU,4.0,0.0,0.5,1.0,2
AJ Dancler,CCU,16.0,3.0,7.5,2.0,2
Braeden MacVicar,CCU,5.5,0.5,6.5,1.0,2
Charles Dunlap,CCU,2.0,0.0,1.0,0.0,1
Connor Martin,CCU,0.0,0.0,1.0,0.0,1
DaJohn Craig,CCU,6.5,3.5,4.0,1.5,2
Derrick Green,CCU,6.0,0.0,4.0,0.0,2
Jackson Keil,CCU,4.0,2.0,1.0,0.0,1
Jerry Ngopot,CCU,9.5,0.5,7.5,1.5,2
Joshua Beadle,CCU,16.5,3.5,3.0,1.5,2
Nadjrick Peat,CCU,5.0,0.0,5.0,0.0,2
Rasheed Jones,CCU,14.5,2.5,6.0,3.5,2
Reggie Hill,CCU,12.0,2.0,4.0,1.0,1
Tristan Thompson,CCU,7.5,1.0,4.5,1.5,2
A'lahn Sumler,CHSO,14.333333,3.0,7.6666665,1.6666666,3
AJ Gladieux,CHSO,2.0,1.0,0.0,0.0,1
Anthony Gause,CHSO,2.0,0.0,0.0,0.0,1
Armari Carraway,CHSO,3.6666667,0.33333334,0.6666667,1.0,3
Brycen Blaine,CHSO,25.333334,4.3333335,10.0,5.3333335,3
Easton Hupp,CHSO,4.0,0.0,0.0,0.0,1
Jacob Taylor,CHSO,1.0,0.0,1.0,0.0,1
Jaquias Franklin,CHSO,1.6666666,3.3333333,2.0,0.33333334,3
Jesse Hafemeister,CHSO,11.0,1.0,4.0,2.3333333,3
Lase Olalere,CHSO,5.3333335,1.3333334,2.3333333,0.0,3
Luke Williams,CHSO,13.333333,4.6666665,1.0,3.3333333,3
Nate Brafford,CHSO,3.0,1.3333334,4.3333335,0.33333334,3
Reis Jones,CHSO,8.333333,2.3333333,5.6666665,0.0,3
Trent Coleman,CHSO,0.6666667,0.6666667,1.3333334,0.0,3
Braelon Bush,CHST,9.0,3.0,3.5,1.0,2
CJ Delancy,CHST,0.0,0.0,0.0,0.0,1
CJ Ray,CHST,6.0,0.5,3.5,1.0,2
Corey Sands,CHST,3.0,0.5,0.0,1.0,2
Dailliss Cox,CHST,11.5,0.5,5.5,0.5,2
Daniel Zatsepin,CHST,0.5,0.0,2.0,0.0,2
Deshawn Jean-Charles,CHST,0.0,1.0,0.0,0.0,1
Doyel Cockrill III,CHST,10.0,3.0,2.0,2.0,1
Joseph Owens,CHST,0.0,0.0,0.0,0.0,1
Lionel Larvadain III,CHST,4.5,1.5,1.0,0.0,2
Malek Robinson,CHST,3.5,1.0,2.0,0.0,2
Marcus Tankersley,CHST,15.5,1.0,5.0,0.0,2
Stephen Byard,CHST,15.5,0.5,2.5,0.5,2
Baba Miller,CIN,21.0,1.0,10.5,0.5,2
Day Day Thomas,CIN,10.0,3.5,3.0,3.0,2
Halvine Dzellat,CIN,0.0,0.0,4.0,0.0,1
Jalen Celestine,CIN,3.0,1.0,0.5,1.0,2
Jordi Rodriguez,CIN,6.0,2.5,1.5,1.0,2
Kerr Kriisa,CIN,7.0,3.5,3.0,1.5,2
Keyshuan Tillery,CIN,2.5,1.5,0.5,0.0,2
Moustapha Thiam,CIN,14.0,0.5,7.0,0.5,2
Sencire Harris,CIN,7.5,1.0,1.0,0.0,2
Shon Abaev,CIN,11.0,1.5,2.0,1.0,2
Tyler McKinley,CIN,2.0,1.5,4.5,0.0,2
Aidan Alexander,CIT,0.0,0.0,0.0,0.0,1
Braxton Williams,CIT,10.666667,1.6666666,2.6666667,1.3333334,3
Carter Kingsbury,CIT,4.6666665,1.6666666,3.3333333,0.0,3
Cassius Bonjasky,CIT,4.0,0.0,5.0,0.0,2
Chase Williams,CIT,0.0,1.0,1.0,0.0,1
Christian Moore,CIT,15.333333,0.6666667,1.6666666,3.3333333,3
Dante Kearse,CIT,2.0,0.6666667,1.0,0.33333334,3
Eze Wali,CIT,5.6666665,2.3333333,3.3333333,1.0,3
Gabe Hernandez,CIT,3.0,0.0,1.5,1.0,2
Jack Walter,CIT,0.0,0.0,0.0,0.0,1
Jameson Heck,CIT,0.0,1.0,0.0,0.0,1
Keynan Davis,CIT,6.3333335,2.6666667,3.0,0.6666667,3
Logan Applegate,CIT,7.0,0.33333334,1.6666666,2.0,3
Logan Menefee,CIT,1.0,0.0,2.0,0.0,2
Marcos Gonzales,CIT,7.3333335,1.3333334,3.0,0.33333334,3
Rowan Irelan,CIT,9.0,0.0,2.0,3.0,1
Simeon German,CIT,4.0,0.0,1.0,0.0,1
Sola Adebisi,CIT,10.666667,2.0,7.6666665,0.6666667,3
Chevalier Emery,CLE,7.0,1.3333334,0.6666667,1.0,3
David Giddens,CLE,3.3333333,0.0,0.6666667,1.0,3
Dayan Nessah,CLE,17.0,3.0,6.3333335,0.33333334,3
Foster Wonders,CLE,7.0,0.6666667,4.0,1.6666666,3
Holden Pierre-Louis,CLE,1.5,0.0,0.0,0.0,2
Ivan Spirov,CLE,2.0,0.6666667,3.3333333,0.0,3
Jaidon Lipscomb,CLE,5.3333335,3.3333333,1.3333334,1.6666666,3
Josiah Harris,CLE,12.333333,2.0,9.666667,1.6666666,3
Kamari Jones,CLE,5.6666665,1.0,0.33333334,1.3333334,3
Kevo St. Hilaire,CLE,0.0,0.0,0.0,0.0,2
Lucas Burton,CLE,0.0,0.0,0.0,0.0,2
Manny Hill,CLE,2.5,1.0,1.0,0.0,2
Preist Ryan,CLE,2.0,0.6666667,1.6666666,0.0,3
Tre Beard,CLE,9.666667,2.6666667,2.0,2.0,3
Ace Buckner,CLEM,14.5,2.5,2.5,0.5,2
Butta Johnson,CLEM,6.0,1.0,1.0,1.0,2
Carter Welling,CLEM,12.0,1.0,8.0,0.5,2
Chase Thompson,CLEM,2.5,1.5,2.5,0.5,2
Dallas Thomas,CLEM,3.5,0.0,1.5,0.5,2
Dillon Hunter,CLEM,7.0,1.5,2.0,1.0,2
Jake Wahlin,CLEM,8.5,1.5,3.0,1.0,2
Jestin Porter,CLEM,8.5,3.0,5.0,2.0,2
Nick Davidson,CLEM,14.0,1.5,5.5,1.0,2
RJ Godfrey,CLEM,11.0,3.0,7.5,0.0,2
Trent Steinour,CLEM,1.0,0.0,1.0,0.0,2
Zac Foster,CLEM,4.0,2.5,4.0,0.0,2
Anton Bonke,CLT,10.0,1.5,9.0,0.5,2
Arden Conyers,CLT,0.0,0.0,0.0,0.0,1
Ben Bradford,CLT,20.5,1.5,2.0,2.0,2
Damoni Harrison,CLT,2.0,1.0,0.5,0.5,2
Dezayne Mingo,CLT,15.0,3.0,2.5,1.5,2
Ethan Butler,CLT,2.0,0.5,1.0,0.0,2
Jarne Elouna Eyenga,CLT,6.5,2.0,7.0,1.0,2
Kylan Blackmon,CLT,7.0,2.5,5.5,1.5,2
Major Freeman,CLT,17.0,0.0,2.5,3.0,2
Nick Richart,CLT,0.0,0.0,1.0,0.0,1
Raul Villar,CLT,1.0,1.0,1.5,0.0,2
Spencer Elliott,CLT,0.0,0.0,1.5,0.0,2
Jaxson Whitaker,CMU,6.5,0.5,3.0,1.0,2
Jorden Brooks,CMU,0.0,0.0,0.0,0.0,1
Kayden Nation,CMU,4.5,1.5,0.5,0.5,2
Keenan Garner,CMU,10.5,0.5,5.5,0.0,2
Logan McIntire,CMU,7.0,0.0,3.0,2.0,2
Nathan Claerbaut,CMU,7.0,1.5,4.0,0.0,2
Nick Mullen,CMU,5.0,1.0,4.0,0.0,2
Phat Phat Brooks,CMU,8.5,0.5,3.5,0.0,2
Rodney Johnson Jr.,CMU,4.0,1.0,2.5,0.0,2
Tamario Adley,CMU,13.0,2.5,4.0,1.5,2
Will Ashford,CMU,2.0,1.5,4.0,0.0,2
AJ Fowler,COFC,0.0,0.0,0.0,0.0,1
Chadlyn Traylor,COFC,5.3333335,2.6666667,0.33333334,0.6666667,3
Chol Machot,COFC,13.333333,0.6666667,7.3333335,0.33333334,3
Chris Davis Jr.,COFC,9.666667,0.6666667,3.3333333,1.0,3
Christian Reeves,COFC,7.3333335,0.33333334,5.6666665,0.0,3
Djordje Curcic,COFC,0.0,0.0,0.5,0.0,2
Jaxon Prunty,COFC,8.666667,1.3333334,3.6666667,1.0,3
Jlynn Counter,COFC,13.333333,5.3333335,5.0,0.6666667,3
Joey Scarpitti,COFC,0.0,1.0,0.0,0.0,1
Kendall Taylor,COFC,4.6666665,0.0,5.6666665,0.0,3
Martin Kalu,COFC,14.666667,1.3333334,5.3333335,2.6666667,3
Will Mortimore,COFC,0.0,0.0,0.0,0.0,2
Andrew Alekseyenko,COLG,10.0,1.5,4.0,0.5,2
Ayomi Odetoyinbo,COLG,2.0,0.0,5.0,0.0,2
Ben Tweedy,COLG,6.5,1.5,3.0,0.5,2
Brady Cummins,COLG,6.0,1.5,1.0,1.5,2
Cooper Wright,COLG,3.0,1.0,1.5,0.0,2
Jalen Cox,COLG,9.5,4.5,6.0,1.0,2
Josh Ahayere,COLG,4.0,1.0,2.0,0.5,2
Kyle Carlesimo,COLG,9.5,1.5,2.5,2.5,2
Sam Wright,COLG,16.5,1.0,5.0,1.0,2
Alon Michaeli,COLO,11.0,0.0,3.0,0.0,1
Andrew Crawford,COLO,0.0,0.0,0.0,0.0,1
Bangot Dak,COLO,10.0,2.0,9.0,0.0,2
Barrington Hargress,COLO,12.5,3.5,1.0,0.5,2
Elijah Malone,COLO,8.5,3.5,8.0,0.5,2
Fawaz Ifaola,COLO,0.0,1.0,2.0,0.0,1
Felix Kossaras,COLO,8.0,0.5,2.5,0.5,2
Ian Inman,COLO,4.0,0.5,0.5,1.0,2
Isaiah Johnson,COLO,20.5,2.0,1.0,2.5,2
Jalin Holland,COLO,1.0,0.0,2.0,0.0,2
Josiah Sanders,COLO,4.5,1.0,2.0,0.0,2
Sebastian Rancik,COLO,18.5,3.0,2.0,2.0,2
Avery Brown,COLU,5.0,0.5,2.5,1.0,2
Blair Thompson,COLU,6.5,0.5,4.0,1.5,2
Connor Igoe,COLU,4.5,1.0,2.0,0.0,2
Gerard O'Keefe,COLU,6.0,1.5,3.0,0.5,2
Hampton Sanders,COLU,3.5,1.0,2.0,0.5,2
Josiah Cunningham,COLU,2.0,0.0,0.0,0.0,1
Kenny Noland,COLU,11.0,2.0,3.0,1.5,2
Leland Coleman,COLU,0.0,0.0,0.0,0.0,1
Mason Ritter,COLU,3.0,0.5,6.0,0.0,2
Miles Franklin,COLU,11.5,0.5,3.0,1.0,2
Richard Nweke,COLU,1.0,0.0,0.5,0.0,2
Ryan Soulis,COLU,4.5,0.5,2.0,0.0,2
Zine Eddine Bedri,COLU,9.0,2.5,4.0,0.5,2
Alec Millender,CONN,1.6666666,1.0,1.3333334,0.33333334,3
Alex Karaban,CONN,17.333334,2.6666667,6.0,2.6666667,3
Dwayne Koroma,CONN,2.0,0.0,1.6666666,0.0,3
Eric Reibe,CONN,7.0,0.33333334,3.3333333,0.0,3
Jayden Ross,CONN,6.6666665,0.6666667,3.0,1.0,3
Jaylin Stewart,CONN,8.0,3.3333333,4.6666665,1.0,3
Malachi Smith,CONN,8.333333,2.6666667,2.6666667,1.6666666,3
Rrezon Elezaj,CONN,0.0,0.0,2.0,0.0,1
Silas Demary Jr.,CONN,10.333333,6.0,4.3333335,0.0,3
Solo Ball,CONN,18.333334,2.0,4.0,2.3333333,3
Tarris Reed Jr.,CONN,19.5,1.5,10.0,0.0,2
Uroš Paunovic,CONN,0.0,1.0,1.0,0.0,1
Baasil Saunders,COPP,4.6666665,0.0,0.33333334,0.0,3
Camaren Sparrow,COPP,1.6666666,1.6666666,3.3333333,0.33333334,3
Daveyon Lydner,COPP,2.3333333,2.0,0.6666667,0.33333334,3
Demariontay Hall,COPP,7.3333335,1.0,5.3333335,0.0,3
Favour Aire,COPP,3.6666667,0.6666667,1.6666666,0.33333334,3
Hassan Perkins,COPP,5.3333335,3.0,1.0,0.6666667,3
Hussain Williams,COPP,4.6666665,0.0,0.6666667,0.6666667,3
Jamari Piercy,COPP,3.3333333,0.6666667,2.0,0.33333334,3
Khali Horton,COPP,9.333333,0.0,2.0,2.0,3
Taj Thweatt,COPP,7.6666665,1.0,6.0,1.0,3
Torrin Andrews,COPP,7.3333335,1.0,0.6666667,0.6666667,3
Tyler Koenig,COPP,6.0,0.33333334,1.6666666,0.0,3
Adam Hinton,COR,20.5,1.5,1.5,4.0,2
Cooper Noard,COR,26.5,1.0,5.0,3.0,2
Corbin Zentner,COR,3.5,0.5,1.0,0.5,2
DJ Nix,COR,4.5,0.5,3.5,1.5,2
DaMaryon Fishburn,COR,3.0,1.0,2.0,0.5,2
Gioacchino Panzini,COR,3.5,1.0,2.0,0.5,2
Ian Imegwu,COR,2.5,0.0,1.0,0.5,2
Jacob Beccles,COR,4.0,3.5,5.0,0.5,2
Josh Baldwin,COR,4.5,3.0,2.0,0.5,2
Kaspar Sepp,COR,8.5,3.5,4.5,0.5,2
Ryan Burbach,COR,2.5,0.0,0.5,0.5,2
Aaron Price Jr.,CP,0.6666667,0.33333334,1.0,0.0,3
Ali Assran,CP,7.6666665,1.3333334,5.3333335,1.3333334,3
Austin Goode,CP,3.3333333,1.0,3.0,0.33333334,3
Cayden Ward,CP,15.0,1.0,5.0,1.6666666,3
Eric Brown,CP,2.0,0.0,1.0,0.0,1
Guzman Vasilic,CP,7.3333335,2.0,3.0,1.6666666,3
Hamad Mousa,CP,17.666666,2.3333333,8.333333,2.3333333,3
Jackson Mosley,CP,3.0,1.0,1.0,0.0,1
Jake Davis,CP,5.3333335,3.3333333,3.6666667,0.33333334,3
Jason Scott,CP,2.0,0.0,0.0,0.0,3
Kieran Elliott,CP,10.0,1.0,4.0,2.0,1
Peter Bandelj,CP,14.0,4.0,3.0,1.5,2
Troy Plumtree,CP,6.0,0.0,3.3333333,0.6666667,3
Austin Swartz,CREI,3.0,2.0,2.0,1.0,1
Blake Harper,CREI,7.0,4.0,6.0,1.0,1
Fedor Zugic,CREI,4.0,3.0,2.0,0.0,1
Isaac Traudt,CREI,10.0,2.0,7.0,2.0,1
Jackson McAndrew,CREI,13.0,1.0,7.0,2.0,1
Josh Dix,CREI,11.0,1.0,3.0,1.0,1
Josh Townley-Thomas,CREI,6.0,0.0,0.0,0.0,1
Liam McChesney,CREI,0.0,0.0,1.0,0.0,1
Nik Graves,CREI,15.0,5.0,2.0,1.0,1
Owen Freeman,CREI,19.0,0.0,4.0,0.0,1
Shane Thomas,CREI,2.0,0.0,1.0,0.0,1
Ty Davis,CREI,2.0,2.0,5.0,0.0,1
Augustinas Kiudulas,CSU,9.5,0.5,2.5,0.0,2
Brandon Rechsteiner,CSU,13.5,3.5,2.5,3.0,2
Carey Booth,CSU,12.0,1.5,8.5,2.5,2
Charlie Dortch,CSU,2.0,0.0,0.0,0.0,1
Darnez Slater,CSU,1.0,0.0,1.5,0.0,2
Jase Butler,CSU,5.5,1.0,1.0,1.0,2
Jevin Muniz,CSU,10.5,5.0,4.0,0.5,2
Jojo McIver,CSU,2.5,2.5,5.0,0.0,2
Jon Mekonnen,CSU,4.0,0.0,3.0,0.0,1
Josh Pascarelli,CSU,16.5,2.5,2.5,3.5,2
Kyle Jorgensen,CSU,20.0,3.0,9.0,1.5,2
Nikola Djapa,CSU,3.5,0.0,2.5,0.0,2
AJ George,CSUB,4.0,1.5,3.5,0.5,2
Bentley Waller,CSUB,4.0,1.0,1.0,0.0,2
CJ Hardy,CSUB,12.5,0.0,3.0,0.5,2
Caleb McCarty,CSUB,0.0,0.0,0.0,0.0,1
Dailin Smith,CSUB,13.5,1.0,3.5,1.0,2
Dylan Purnell,CSUB,6.0,0.0,4.0,0.0,1
Jaden Alexander,CSUB,5.5,1.5,3.5,0.0,2
Kadar Waller,CSUB,0.0,1.5,1.0,0.0,2
Mike Price,CSUB,1.0,2.5,1.5,0.0,2
Pierre Geneste Jr.,CSUB,4.0,0.5,8.5,0.0,2
Ronald Jessamy,CSUB,14.5,0.0,8.5,0.5,2
TJ James Jr.,CSUB,3.0,0.0,0.5,1.0,2
Tom Mark,CSUB,6.5,1.0,3.5,0.5,2
Bailey Nunn,CSUF,5.6666665,3.3333333,3.6666667,1.0,3
Ben Winker,CSUF,2.0,1.0,3.0,0.0,2
Bryce Cofield,CSUF,11.666667,2.6666667,4.6666665,0.0,3
Christian Williams,CSUF,3.0,1.6666666,1.3333334,0.33333334,3
Davis White,CSUF,4.0,1.3333334,2.6666667,0.6666667,3
Jaden Henderson,CSUF,12.666667,1.3333334,3.3333333,1.6666666,3
Jefferson De La Cruz Monegro,CSUF,13.666667,2.0,3.6666667,1.3333334,3
Joshua Ward,CSUF,10.333333,2.0,7.3333335,0.6666667,3
KJ Garris,CSUF,9.333333,1.6666666,4.0,2.0,3
Kendrick De Luna,CSUF,7.0,1.3333334,4.0,0.0,3
Landon Seaman,CSUF,13.333333,1.6666666,3.3333333,0.33333334,3
Matthew Quinlan,CSUF,7.0,0.0,1.0,1.0,1
Aleks Szymczyk,CSUN,9.666667,0.33333334,8.0,0.33333334,3
Davius Loury,CSUN,4.0,1.0,3.0,1.0,2
Grady Lewis,CSUN,4.5,2.5,6.0,0.0,2
Greg Gazarian,CSUN,1.0,0.0,0.5,0.0,2
Jai Chisolm,CSUN,3.0,0.6666667,1.6666666,0.0,3
James Evans Jr.,CSUN,5.0,1.0,2.5,1.0,2
Jordan Brinson,CSUN,4.3333335,1.3333334,0.6666667,0.6666667,3
Joseph Barrio,CSUN,0.0,0.0,0.0,0.0,2
Joshua O'Garro,CSUN,13.0,2.6666667,11.0,1.3333334,3
Josiah Davis,CSUN,13.666667,6.6666665,3.6666667,0.0,3
Larry Hughes II,CSUN,19.0,0.33333334,1.3333334,4.3333335,3
Mahmoud Fofana,CSUN,9.0,1.3333334,8.666667,0.0,3
Robert Thibiant,CSUN,2.5,0.0,0.0,0.5,2
Ben Brown,DART,2.0,1.0,1.0,0.0,1
Brandon Mitchell-Day,DART,10.0,1.0,14.0,0.0,1
Cam Hiatt,DART,0.0,0.0,0.0,0.0,1
Cameron McNamee,DART,3.0,0.0,3.0,1.0,1
Jackson Munro,DART,4.0,1.0,4.0,0.0,1
Jayden Williams,DART,10.0,3.0,2.0,1.0,1
Nikola Abusara,DART,6.0,0.0,6.0,0.0,1
Patrick Tivnan Jr.,DART,1.0,0.0,2.0,0.0,1
Brock Matheny,DAV,0.0,0.0,0.0,0.0,2
Devin Brown,DAV,9.5,3.5,3.5,2.0,2
Hunter Adam,DAV,16.0,0.5,2.5,4.0,2
Joe Hurlburt,DAV,3.0,2.0,4.0,1.0,1
John Nowland,DAV,0.5,0.0,0.5,0.0,2
Josh Scovens,DAV,9.0,0.5,4.5,0.0,2
Manie Joses,DAV,5.5,2.0,3.5,0.5,2
Nick Coval,DAV,8.0,1.0,3.0,0.5,2
Parker Friedrichsen,DAV,8.5,1.5,3.5,1.0,2
Phillip Kavu,DAV,0.0,0.0,0.5,0.0,2
RJ Greer,DAV,6.5,0.0,1.0,1.0,2
Roberts Blums,DAV,9.0,1.0,1.5,1.0,2
Sam Brown,DAV,10.0,4.0,1.0,1.0,2
Sean Logan,DAV,7.0,2.0,2.0,0.0,2
Amaël L'Etang,DAY,14.0,1.0,6.0,1.0,2
Bryce Heard,DAY,6.0,0.5,2.0,0.0,2
Damon Friery,DAY,3.0,0.0,3.0,0.0,1
De'Shayne Montgomery,DAY,13.5,3.5,5.0,1.0,2
Evan Dickey,DAY,2.0,0.0,1.0,0.0,1
Jacob Conner,DAY,6.5,1.0,2.5,1.0,2
Jaiun Simon,DAY,7.0,0.5,2.0,0.5,2
Javon Bennett,DAY,18.0,4.5,2.0,1.0,2
Jordan Derkack,DAY,4.0,3.0,2.0,0.0,2
Keonte Jones,DAY,9.5,1.5,3.0,1.5,2
Makai Grant,DAY,0.0,0.0,0.0,0.0,1
Malcolm Thomas,DAY,1.5,0.0,1.5,0.0,2
Will Maxwell,DAY,0.0,0.0,0.0,0.0,1
Alex Kazanecki,DEL,4.0,1.0,3.0,0.0,2
Brandon Baffone,DEL,0.0,0.0,0.0,0.0,1
Cavan Reilly,DEL,3.0,1.0,1.0,0.0,1
Christian Bliss,DEL,14.5,7.0,5.0,2.0,2
Houston Emory,DEL,0.5,0.0,1.5,0.0,2
Jameel Brown,DEL,11.0,0.5,3.5,2.0,2
Jayden Taylor,DEL,3.5,0.5,3.5,0.0,2
Macon Emory,DEL,12.0,1.0,12.0,0.5,2
Mason Ellison,DEL,8.0,1.0,0.5,0.5,2
Tyler Houser,DEL,11.0,0.0,6.0,1.0,2
Carson Johnson,DEN,15.333333,3.0,2.0,1.3333334,3
Corleone Dandridge,DEN,1.0,0.0,3.5,0.0,2
Didier Maleng,DEN,1.0,0.5,1.0,0.0,2
Gabe Oldham,DEN,5.0,1.0,5.3333335,0.0,3
Jeremiah Burke,DEN,19.666666,2.3333333,6.3333335,2.6666667,3
Josh Lee,DEN,1.0,0.33333334,1.0,0.33333334,3
Julius Rollins,DEN,7.0,1.0,6.6666665,0.6666667,3
Logan Kinsey,DEN,17.666666,0.33333334,3.6666667,1.3333334,3
Shaun Wysocki,DEN,3.5,3.0,2.5,0.0,2
Zane Nelson,DEN,3.3333333,0.6666667,2.0,0.6666667,3
Brandon Maclin,DEP,6.0,4.5,6.0,0.5,2
CJ Gunn,DEP,20.0,3.5,4.5,1.5,2
Ilija Milijašević,DEP,6.5,0.0,0.5,2.0,2
Jeremy Lorenz,DEP,3.0,2.0,2.0,0.0,2
Kaleb Banks,DEP,5.0,1.5,3.5,0.0,2
Khaman Maker,DEP,1.5,0.0,1.5,0.0,2
Kruz McClure,DEP,2.0,0.0,0.5,0.5,2
Layden Blocker,DEP,10.0,4.0,2.5,0.5,2
NJ Benson,DEP,16.0,0.5,10.0,0.0,2
Nate Kasher,DEP,2.0,0.0,2.0,0.0,1
RJ Smith,DEP,5.0,1.0,3.5,0.5,2
Théo Pierre-Justin,DEP,6.0,0.5,2.5,1.0,2
Ayden Carter,DETM,13.0,1.0,4.5,0.5,2
Jared Lary,DETM,0.5,1.0,0.0,0.0,2
Je'kel Cotton,DETM,1.0,1.0,5.5,0.0,2
Keshawn Fisher,DETM,9.5,1.5,4.0,1.5,2
Lance Stone,DETM,3.5,0.5,1.5,0.5,2
Legend Geeter,DETM,2.5,1.5,4.0,0.0,2
London Maiden,DETM,2.5,0.5,3.0,0.0,2
Nate Johnson,DETM,7.0,0.0,2.0,1.5,2
Orlando Lovejoy,DETM,8.5,4.5,3.0,0.0,2
Ryan Kalambay,DETM,2.0,0.0,1.5,0.0,2
TJ Nadeau,DETM,14.5,1.5,2.0,3.5,2
Tyler Spratt,DETM,5.0,1.0,1.0,1.0,2
Xavier Istomin-Monroe,DETM,1.0,0.0,3.0,0.0,2
Zak Abdalla,DETM,0.0,0.0,0.0,0.0,2
Dillon Tingler,DREX,5.0,1.0,1.5,1.5,2
Eli Beard,DREX,6.5,2.5,1.5,1.0,2
Garfield Turner,DREX,10.0,1.0,5.5,0.0,2
Horace Simmons Jr.,DREX,2.0,3.0,3.0,0.0,1
Josh Reed,DREX,14.5,2.5,8.0,0.5,2
Kevon Vanderhorst,DREX,9.5,3.5,5.5,2.0,2
Martin de LaPorterie,DREX,4.5,0.5,5.0,0.5,2
Max Davis,DREX,5.0,1.0,1.0,1.0,1
Ralph Akuta,DREX,4.5,1.0,1.0,0.0,2
Shane Blakeney,DREX,9.5,2.0,6.5,1.0,2
Victor Panov,DREX,5.5,2.0,5.5,0.5,2
Villiam Garcia Adsten,DREX,12.0,1.0,11.0,1.0,1
Andrew Alia,DRKE,3.6666667,1.6666666,3.3333333,0.33333334,3
Braden Appelhans,DRKE,10.666667,0.6666667,1.6666666,2.3333333,3
Eli Shetlar,DRKE,4.6666665,0.33333334,1.6666666,1.3333334,3
Griffen Goodbary,DRKE,2.6666667,1.0,4.3333335,0.0,3
Isaiah Carr,DRKE,4.3333335,0.6666667,4.6666665,0.0,3
Jaehshon Thomas,DRKE,13.333333,2.3333333,2.6666667,1.3333334,3
Jalen Quinn,DRKE,16.0,3.3333333,4.0,0.6666667,3
Okku Federiko,DRKE,14.0,0.33333334,9.0,0.33333334,3
Wilguens Jr. Exacte,DRKE,12.333333,2.0,8.0,1.0,3
Ademar Santos,DSU,6.6666665,0.33333334,3.0,1.3333334,3
Bessanty Saragba,DSU,2.6666667,0.0,3.6666667,0.0,3
Corey Perkins,DSU,1.3333334,1.6666666,1.3333334,0.0,3
Cyril Obasogie,DSU,4.6666665,0.33333334,4.0,0.0,3
Dean Shepherd,DSU,0.33333334,0.0,1.3333334,0.0,3
Jalen St Clair,DSU,0.6666667,0.0,0.0,0.0,3
John Clemmons,DSU,6.0,0.33333334,2.3333333,0.6666667,3
Kareem Watson,DSU,2.6666667,0.33333334,2.6666667,0.0,3
Muazibini Adamu,DSU,2.0,0.0,1.6666666,0.0,3
Ponce James,DSU,14.0,5.0,2.0,1.0,3
