teamName,playerName,position,updated,injury,injuryStatus
Seattle,T. ThorntonTrent Thornton,RP,"Sun, Aug 10",Achilles,Out for the season
Seattle,G. SantosGregory Santos,RP,"Sun, Aug 10",Knee,Expected to be out until at least Aug 25
Seattle,R. BlissRyan Bliss,2B,"Sat, Aug 2",Biceps,Expected to be out until at least Sep 8
Seattle,V. RoblesVictor Robles,RF,"Thu, Jul 31",Shoulder,Expected to be out until at least Sep 1
St. Louis,W. ContrerasWillson Contreras,1B,"Fri, Aug 15",Foot,Probable for Aug 16
St. Louis,B. DonovanBrendan Donovan,2B,"Fri, Aug 15",Foot,Probable for Aug 16
St. Louis,J. KingJohn King,RP,"Tue, Aug 12",Oblique,Expected to be out until at least Aug 18
St. Louis,N. ArenadoNolan Arenado,3B,"Sun, Aug 10",Shoulder,Expected to be out until at least Aug 25
St. Louis,Z. ThompsonZack Thompson,RP,"Tue, Aug 5",Lat,Expected to be out until at least Sep 22
St. Louis,V. SantosVictor Santos,SP,"Sun, Jun 1",Undisclosed,Out for the season
St. Louis,J. BuchbergerJacob Buchberger,3B,"Tue, May 13",Undisclosed,Out for the season
Tampa Bay,J. HernandezJonathan Hernandez,RP,"Sat, Aug 16",Undisclosed,Expected to be out until at least Aug 16
Tampa Bay,N. LavenderNathan Lavender,RP,"Sat, Aug 16",Elbow,Expected to be out until at least Aug 16
Tampa Bay,H. BiggeHunter Bigge,RP,"Sat, Aug 16",Lat,Expected to be out until at least Aug 16
Tampa Bay,R. PalaciosRichard Palacios,RF,"Wed, Aug 13",Knee,Expected to be out until at least Aug 30
Tampa Bay,T. WallsTaylor Walls,SS,"Tue, Aug 12",Groin,Expected to be out until at least Aug 22
Tampa Bay,S. McClanahanShane McClanahan,SP,"Mon, Aug 11",Triceps,Out for the season
Tampa Bay,J. ArandaJonathan Aranda,1B,"Mon, Aug 11",Wrist,Expected to be out until at least Sep 1
Tampa Bay,A. WantzAndrew Wantz,RP,"Sun, Aug 10",Elbow,Expected to be out until at least Sep 1
Tampa Bay,A. FaedoAlex Faedo,SP,"Sun, Aug 10",Shoulder,Expected to be out until at least Aug 18
Tampa Bay,S. FairchildStuart Fairchild,RF,"Sun, Aug 10",Oblique,Expected to be out until at least Aug 16
Tampa Bay,J. DeLucaJonny DeLuca,CF,"Fri, Aug 8",Hamstring,Expected to be out until at least Aug 17
Tampa Bay,M. RodriguezManuel Rodriguez,RP,"Sat, Jul 26",Forearm,Out for the season
Tampa Bay,A. ZarragaAlfredo Zarraga,RP,"Fri, Jul 25",Undisclosed,Out for the season
Texas,J. WebbJacob Webb,RP,"Thu, Aug 14",Back,Expected to be out until at least Aug 18
Texas,C. MartinChris Martin,RP,"Wed, Aug 13",Calf,Expected to be out until at least Aug 29
Texas,A. GarciaAdolis Garcia,RF,"Wed, Aug 13",Ankle,Expected to be out until at least Aug 23
Texas,D. CuevaDanyer Cueva,SS,"Mon, Aug 11",Undisclosed,Expected to be out until at least Aug 17
Texas,J. SborzJosh Sborz,RP,"Mon, Aug 11",Shoulder,Expected to be out until at least Aug 16
Texas,C. BradfordCody Bradford,SP,"Sun, Aug 10",Elbow,Out for the season
Texas,T. MahleTyler Mahle,SP,"Sun, Aug 3",Shoulder,Expected to be out until at least Aug 25
Toronto,Y. GarciaYimi Garcia,RP,"Fri, Aug 15",Elbow,Expected to be out until at least Sep 1
Toronto,A. SantanderAnthony Santander,DH,"Fri, Aug 15",Shoulder,Expected to be out until at least Sep 9
Toronto,N. SandlinNick Sandlin,RP,"Fri, Aug 15",Elbow,Expected to be out until at least Sep 1
Toronto,B. FrancisBowden Francis,SP,"Fri, Aug 15",Shoulder,Expected to be out until at least Sep 19
Toronto,A. ManoahAlek Manoah,SP,"Thu, Aug 14",Elbow,Expected to be out until at least Aug 25
Toronto,J. KasevichJosh Kasevich,SS,"Thu, Aug 14",Back,Expected to be out until at least Aug 16
Toronto,A. PintoAdrian Pinto,2B,"Mon, Aug 11",Undisclosed,Expected to be out until at least Aug 16
Toronto,S. BieberShane Bieber,SP,"Sun, Aug 10",Elbow,Expected to be out until at least Aug 19
Toronto,R. BurrRyan Burr,RP,"Fri, Jul 18",Shoulder,Out for the season
Toronto,A. BastardoAngel Bastardo,SP,"Sat, Jun 28",Elbow,Expected to be out until at least Sep 1
Washington,J. GrayJosiah Gray,SP,"Tue, Aug 12",Elbow,Expected to be out until at least Sep 15
Washington,K. RuizKeibert Ruiz,C,"Tue, Aug 12",Concussion,Expected to be out until at least Aug 19
Washington,D. LawDerek Law,RP,"Thu, Jul 31",Forearm,Out for the season
Washington,T. WilliamsTrevor Williams,SP,"Mon, Jul 21",Elbow,Out for the season
Washington,D. HerzDavidjohn Herz,SP,"Wed, Apr 16",Elbow,Out for the season
