PLAYERPLAYER,TEAMTEAM,GGames PlayedGames in which a player has appeared.GGames PlayedGames in which a player has appeared.,"ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.",RRunsWhen a baserunner safely reaches home plate and scores.RRunsWhen a baserunner safely reaches home plate and scores.,HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.,2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.,3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.,"HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.","caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.",BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.,SOStrikeoutsWhen the umpire calls three strikes on the batter.SOStrikeoutsWhen the umpire calls three strikes on the batter.,"SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.",CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.,AVGBatting AverageThe rate of hits per at bat.H/ABAVGBatting AverageThe rate of hits per at bat.H/AB,OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF)OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF),SLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/ABSLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/AB,OPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLGOPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLG
172TravisT d'Arnaudd'ArnaudC172‌‌‌,ATL,99,307,40,73,16,0,15,48,24,89,1,0,.238,.302,.436,.738
176FranciscoF AlvarezAlvarezC176‌‌‌,NYM,100,308,39,73,14,2,11,47,30,86,1,1,.237,.307,.403,.710
176MiguelM AmayaAmayaC176‌‌‌,CHC,117,328,32,76,13,2,8,47,23,62,0,0,.232,.288,.357,.645
176PeteP Crow-ArmstrongCrow-ArmstrongCF176‌‌‌,CHC,123,372,46,88,13,6,10,47,21,98,27,3,.237,.286,.384,.670
176MauricioM DubónDubónLF176‌‌‌,HOU,137,402,45,108,25,0,4,47,16,55,3,2,.269,.296,.361,.657
176ThairoT EstradaEstrada2B176‌‌‌,SF,96,364,43,79,15,2,9,47,10,76,2,2,.217,.247,.343,.590
176Ha-SeongH KimKimSS176‌‌‌,SD,121,403,60,94,16,3,11,47,58,77,22,5,.233,.330,.370,.700
176RoyceR LewisLewis3B176‌‌‌,MIN,82,292,40,68,16,0,16,47,28,74,0,0,.233,.295,.452,.747
176J.T.J RealmutoRealmutoC176‌‌‌,PHI,99,380,50,101,18,1,14,47,27,102,2,2,.266,.322,.429,.751
176JoseJ SiriSiriCF176‌‌‌,TB,130,402,50,75,16,1,18,47,31,170,14,7,.187,.255,.366,.621
185OrlandoO ArciaArciaSS185‌‌‌,ATL,157,551,50,120,24,0,17,46,41,128,2,0,.218,.271,.354,.625
185LuisL ArraezArraez1B185‌‌‌,SD,150,637,83,200,32,3,4,46,24,29,9,3,.314,.346,.392,.738
185PatrickP BaileyBaileyC185‌‌‌,SF,121,401,46,94,16,1,8,46,39,100,4,0,.234,.298,.339,.637
185RandalR GrichukGrichukX185‌‌‌,AZ,106,254,40,74,20,2,12,46,20,46,0,0,.291,.348,.528,.876
185AndyA PagesPagesCF185‌‌‌,LAD,116,403,65,100,23,1,13,46,29,108,1,2,.248,.305,.407,.712
185DavisD SchneiderSchneiderLF185‌‌‌,TOR,135,397,48,76,19,1,13,46,47,144,6,0,.191,.282,.343,.625
185JaredJ TrioloTriolo3B185‌‌‌,PIT,125,394,41,85,10,1,9,46,42,118,8,1,.216,.296,.315,.611
192JoeyJ BartBartC192‌‌‌,PIT,80,253,38,67,11,0,13,45,22,73,0,0,.265,.337,.462,.799
192SantiagoS EspinalEspinal3B192‌‌‌,CIN,118,357,32,88,12,0,9,45,24,54,11,1,.246,.295,.356,.651
192KyleK HigashiokaHigashiokaC192‌‌‌,SD,84,246,29,54,10,1,17,45,15,74,2,0,.220,.263,.476,.739
192JarredJ KelenicKelenicLF192‌‌‌,ATL,131,412,49,95,18,2,15,45,32,133,7,2,.231,.286,.393,.679
192MichaelM MasseyMassey2B192‌‌‌,KC,100,332,45,86,17,2,14,45,15,56,1,0,.259,.294,.449,.743
192GabrielG MorenoMorenoC192‌‌‌,AZ,97,305,39,81,18,1,5,45,41,52,3,1,.266,.353,.380,.733
192LarsL NootbaarNootbaarRF192‌‌‌,STL,109,348,39,85,18,3,12,45,52,79,7,3,.244,.342,.417,.759
192KevinK PillarPillarCF192‌‌‌,LAA,100,284,38,65,16,1,8,45,16,69,12,3,.229,.291,.377,.668
192JorgeJ PolancoPolanco2B192‌‌‌,SEA,118,417,43,89,11,0,16,45,46,137,4,2,.213,.296,.355,.651
192GavinG SheetsSheetsRF192‌‌‌,CWS,139,451,35,105,24,1,10,45,43,106,2,2,.233,.303,.357,.660
202XanderX BogaertsBogaerts2B202‌‌‌,SD,111,428,50,113,15,1,11,44,28,79,13,3,.264,.307,.381,.688
202SethS BrownBrownLF202‌‌‌,OAK,124,372,32,86,11,1,14,44,25,112,4,2,.231,.283,.379,.662
202JoséJ CaballeroCaballeroSS202‌‌‌,TB,139,441,53,100,24,1,9,44,27,133,44,16,.227,.283,.347,.630
202MitchM HanigerHanigerRF202‌‌‌,SEA,121,380,42,79,12,0,12,44,40,126,0,0,.208,.286,.334,.620
202StevenS KwanKwanLF202‌‌‌,CLE,122,480,83,140,16,3,14,44,53,51,12,5,.292,.368,.425,.793
202JeffJ McNeilMcNeil2B202‌‌‌,NYM,129,424,57,101,26,0,12,44,35,68,5,1,.238,.308,.384,.692
202MJM MelendezMelendezLF202‌‌‌,KC,135,412,44,85,23,3,17,44,35,113,4,4,.206,.273,.400,.673
202LeodyL TaverasTaverasCF202‌‌‌,TEX,151,480,59,110,17,3,12,44,42,112,23,6,.229,.289,.352,.641
210JakeJ BauersBauers1B210‌‌‌,MIL,117,302,45,60,9,2,12,43,39,118,13,1,.199,.301,.361,.662
210WillW BensonBensonLF210‌‌‌,CIN,128,343,41,64,19,2,14,43,40,154,16,7,.187,.274,.376,.650
210IsiahI Kiner-FalefaKiner-FalefaSS210‌‌‌,PIT,133,465,53,125,18,4,8,43,16,78,11,2,.269,.306,.376,.682
210BlakeB PerkinsPerkinsCF210‌‌‌,MIL,121,383,54,92,13,2,6,43,42,108,23,5,.240,.316,.332,.648
214MarkM CanhaCanha1B214‌‌‌,SF,125,393,46,95,20,0,7,42,51,96,7,0,.242,.344,.346,.690
214EnriqueK HernándezHernández3B214‌‌‌,LAD,126,362,44,83,16,0,12,42,27,77,0,0,.229,.281,.373,.654
214KyleK IsbelIsbelCF214‌‌‌,KC,136,384,62,88,13,8,8,42,27,88,11,2,.229,.287,.367,.654
214MaxM KeplerKeplerRF214‌‌‌,MIN,105,368,43,93,21,1,8,42,22,80,1,0,.253,.302,.380,.682
214JoeyJ MenesesMeneses1B214‌‌‌,WSH,76,281,19,65,11,0,3,42,21,63,2,0,.231,.291,.302,.593
214DylanD MooreMoore3B214‌‌‌,SEA,135,368,53,74,23,4,10,42,53,123,32,6,.201,.320,.367,.687
214JonJ SingletonSingleton1B214‌‌‌,HOU,119,355,46,83,13,1,13,42,47,111,0,0,.234,.321,.386,.707
214ChristianC YelichYelichLF214‌‌‌,MIL,73,270,44,85,12,3,11,42,40,58,21,1,.315,.406,.504,.910
222JamesJ WoodWoodLF222‌‌‌,WSH,79,295,43,78,13,4,9,41,39,97,14,8,.264,.354,.427,.781
223LuisL CampusanoCampusanoC223‌‌‌,SD,91,277,37,63,13,0,8,40,20,41,0,0,.227,.281,.361,.642
223SpencerS HorwitzHorwitz1B223‌‌‌,TOR,97,328,46,87,19,0,12,40,42,70,0,0,.265,.357,.433,.790
223StarlingS MarteMarteRF223‌‌‌,NYM,94,335,46,90,13,3,7,40,27,81,16,1,.269,.327,.388,.715
223RobR RefsnyderRefsnyderLF223‌‌‌,BOS,93,272,32,77,16,1,11,40,28,78,2,2,.283,.359,.471,.830
227JonahJ BrideBride1B227‌‌‌,MIA,71,232,30,64,10,0,11,39,30,55,0,1,.276,.357,.461,.818
227EliasE DíazDíazC227‌‌‌,SD,96,325,27,86,20,0,6,39,20,69,0,0,.265,.313,.382,.695
227OttoO LopezLopez2B227‌‌‌,MIA,117,403,49,109,23,1,6,39,25,75,20,4,.270,.313,.377,.690
227BoB NaylorNaylorC227‌‌‌,CLE,123,354,39,71,10,2,13,39,29,122,6,3,.201,.264,.350,.614
227TommyT PhamPhamLF227‌‌‌,KC,116,440,49,109,20,3,9,39,35,106,7,3,.248,.305,.368,.673
232JavierJ BáezBáezSS232‌‌‌,DET,80,272,25,50,12,0,6,37,12,69,8,1,.184,.221,.294,.515
232JakeJ CaveCaveRF232‌‌‌,COL,123,323,42,81,16,5,7,37,18,98,5,2,.251,.290,.396,.686
232J.P.J CrawfordCrawfordSS232‌‌‌,SEA,105,392,55,79,16,2,9,37,52,102,5,0,.202,.304,.321,.625
232JasonJ HeywardHeywardRF232‌‌‌,HOU,87,228,33,48,12,2,10,37,22,53,5,0,.211,.288,.412,.700
232CarsonC KellyKellyC232‌‌‌,TEX,91,281,32,67,9,1,9,37,25,55,0,0,.238,.313,.374,.687
232KoreyK LeeLeeC232‌‌‌,CWS,125,377,36,79,14,1,12,37,17,122,6,3,.210,.244,.347,.591
232GeraldoG PerdomoPerdomoSS232‌‌‌,AZ,98,337,61,92,21,2,3,37,36,58,9,1,.273,.344,.374,.718
232WenceelW PérezPérezRF232‌‌‌,DET,112,389,51,94,16,6,9,37,32,92,9,5,.242,.300,.383,.683
232GaryG SánchezSánchezDH232‌‌‌,MIL,89,245,30,54,7,1,11,37,27,76,0,0,.220,.307,.392,.699
232SpencerS TorkelsonTorkelson1B232‌‌‌,DET,92,342,45,75,21,1,10,37,33,105,0,0,.219,.295,.374,.669
232RamónR UríasUrías3B232‌‌‌,BAL,100,272,39,69,9,2,11,37,23,55,1,1,.254,.322,.423,.745
232MattM WallnerWallnerRF232‌‌‌,MIN,75,220,26,57,17,1,13,37,24,95,3,0,.259,.372,.523,.895
244OswaldoO CabreraCabrera3B244‌‌‌,NYY,109,299,47,74,11,0,8,36,21,63,4,2,.247,.296,.365,.661
244WillsonW ContrerasContrerasC244‌‌‌,STL,84,301,48,79,17,0,15,36,45,96,4,1,.262,.380,.468,.848
244FreddyF FerminFerminC244‌‌‌,KC,111,339,40,92,14,0,6,36,23,66,2,0,.271,.319,.366,.685
244HunterH GoodmanGoodmanRF244‌‌‌,COL,70,211,24,40,9,0,13,36,8,64,1,1,.190,.228,.417,.645
244ConnorC JoeJoe1B244‌‌‌,PIT,123,364,49,83,22,1,9,36,44,91,2,2,.228,.320,.368,.688
244BrayanB RocchioRocchioSS244‌‌‌,CLE,143,383,50,79,18,0,8,36,44,90,10,6,.206,.298,.316,.614
244JakeJ RogersRogersC244‌‌‌,DET,102,310,43,61,16,1,10,36,22,99,1,0,.197,.255,.352,.607
244MiguelM RojasRojasSS244‌‌‌,LAD,103,307,41,87,21,0,6,36,23,34,8,2,.283,.337,.410,.747
244PavinP SmithSmith1B244‌‌‌,AZ,60,137,26,37,11,0,9,36,18,31,1,0,.270,.348,.547,.895
244JacobJ StallingsStallingsC244‌‌‌,COL,82,243,31,64,17,1,9,36,27,65,0,0,.263,.357,.453,.810
244JacobJ YoungYoungCF244‌‌‌,WSH,150,468,75,120,24,1,3,36,30,102,33,10,.256,.316,.331,.647
255AnthonyA RizzoRizzo1B255‌‌‌,NYY,92,337,38,77,12,0,8,35,27,65,0,0,.228,.301,.335,.636
255LuisL Robert Jr.RobertCF255‌‌‌,CWS,100,393,47,88,19,0,14,35,28,141,23,6,.224,.278,.379,.657
255EddieE RosarioRosarioLF255‌‌‌,ATL,91,297,33,52,12,0,10,35,16,77,9,1,.175,.215,.316,.531
255DonovanD SolanoSolanoX255‌‌‌,SD,96,283,31,81,13,0,8,35,22,65,2,1,.286,.343,.417,.760
255LenynL SosaSosa3B255‌‌‌,CWS,100,351,28,89,13,0,8,35,12,77,3,1,.254,.283,.359,.642
255TyroneT TaylorTaylorRF255‌‌‌,NYM,130,319,47,79,22,3,7,35,19,80,11,2,.248,.299,.401,.700
261TylerT FitzgeraldFitzgeraldSS261‌‌‌,SF,96,314,53,88,19,2,15,34,22,108,17,4,.280,.334,.497,.831
261JoshJ LoweLoweRF261‌‌‌,TB,106,353,37,85,19,2,10,34,32,123,25,1,.241,.302,.391,.693
261MaxM SchuemannSchuemannSS261‌‌‌,OAK,133,396,55,87,14,0,7,34,47,119,14,1,.220,.311,.308,.619
261DominicDo SmithSmithDH261‌‌‌,CIN,93,275,33,64,22,0,6,34,28,76,1,1,.233,.313,.378,.691
261LaMonteL Wade Jr.Wade1B261‌‌‌,SF,117,331,45,86,16,0,8,34,62,90,2,1,.260,.380,.381,.761
266RamónR LaureanoLaureanoRF266‌‌‌,ATL,98,286,35,74,16,1,11,33,15,96,8,3,.259,.311,.437,.748
267TristonT CasasCasas1B267‌‌‌,BOS,63,212,28,51,8,0,13,32,30,77,0,1,.241,.337,.462,.799
267TylerT FreemanFreemanCF267‌‌‌,CLE,118,330,48,69,14,1,7,32,28,53,11,6,.209,.305,.321,.626
267SalS FrelickFrelickRF267‌‌‌,MIL,145,475,66,123,22,4,2,32,39,78,18,3,.259,.320,.335,.655
267NickN GordonGordonLF267‌‌‌,MIA,95,260,29,59,11,1,8,32,11,67,5,5,.227,.258,.369,.627
267AndyA IbáñezIbáñezX267‌‌‌,DET,99,224,30,54,9,1,5,32,15,63,2,3,.241,.295,.357,.652
267JohanJ RojasRojasCF267‌‌‌,PHI,120,338,47,82,12,3,3,32,13,69,25,4,.243,.279,.322,.601
267AmedA RosarioRosarioDH267‌‌‌,CIN,103,332,29,93,18,3,3,32,9,73,13,5,.280,.306,.380,.686
274BoB BichetteBichetteSS274‌‌‌,TOR,81,311,29,70,16,1,4,31,20,64,5,1,.225,.277,.322,.599
274JonnyJ DeLucaDeLucaRF274‌‌‌,TB,107,332,29,72,12,4,6,31,24,77,16,6,.217,.278,.331,.609
274TrentT GrishamGrishamCF274‌‌‌,NYY,76,179,21,34,8,0,9,31,22,57,1,1,.190,.290,.385,.675
274ManuelM MargotMargotLF274‌‌‌,MIN,129,315,37,75,17,1,4,31,21,54,5,0,.238,.289,.337,.626
274JamesJ McCannMcCannC274‌‌‌,BAL,66,214,27,50,9,0,8,31,13,56,1,0,.234,.279,.388,.667
274JoshJ RojasRojas3B274‌‌‌,SEA,143,422,48,95,19,2,8,31,46,108,10,4,.225,.304,.336,.640
274BenB RortvedtRortvedtC274‌‌‌,TB,112,290,27,66,13,0,3,31,34,88,1,0,.228,.317,.303,.620
274EdmundoE SosaSosaSS274‌‌‌,PHI,90,249,39,64,12,4,7,31,13,66,7,1,.257,.313,.422,.735
274BrettB WiselyWisely2B274‌‌‌,SF,91,252,25,60,13,1,4,31,13,65,2,3,.238,.278,.345,.623
283MiguelM AndujarAndujarLF283‌‌‌,OAK,75,302,31,86,14,1,4,30,13,42,3,2,.285,.320,.377,.697
283WillW BrennanBrennanRF283‌‌‌,CLE,114,330,37,87,13,2,8,30,19,48,4,2,.264,.309,.388,.697
283VictorV CaratiniCaratiniC283‌‌‌,HOU,87,245,30,66,8,1,8,30,23,53,0,1,.269,.336,.408,.744
283AdamA DuvallDuvallLF283‌‌‌,ATL,104,303,29,55,10,0,11,30,21,99,0,0,.182,.245,.323,.568
283StuartS FairchildFairchildCF283‌‌‌,CIN,94,209,33,45,8,0,8,30,17,60,13,1,.215,.286,.368,.654
283LuisL RengifoRengifo3B283‌‌‌,LAA,78,283,41,85,13,1,6,30,16,44,24,7,.300,.347,.417,.764
283IldemaroI VargasVargas3B283‌‌‌,WSH,97,272,21,67,16,0,1,30,19,31,9,4,.246,.295,.316,.611
290NickN FortesFortesC290‌‌‌,MIA,110,308,28,70,16,0,4,29,11,41,0,1,.227,.259,.318,.577
290RomyR GonzalezGonzalezX290‌‌‌,BOS,89,199,25,53,10,1,6,29,12,58,11,3,.266,.306,.417,.723
290HaroldH RamírezRamírezDH290‌‌‌,WSH,73,238,28,62,7,1,2,29,5,50,6,2,.261,.280,.324,.604
290EmmanuelE RiveraRivera3B290‌‌‌,BAL,124,265,24,63,9,2,5,29,26,69,2,0,.238,.312,.343,.655
290MikeM TauchmanTauchmanRF290‌‌‌,CHC,109,298,50,74,12,1,7,29,47,70,6,2,.248,.357,.366,.723
295AddisonA BargerBarger3B295‌‌‌,TOR,69,208,20,41,11,0,7,28,14,60,2,0,.197,.250,.351,.601
295DavidD HamiltonHamiltonSS295‌‌‌,BOS,98,294,47,73,17,1,8,28,22,80,33,4,.248,.303,.395,.698
295NolanN JonesJonesLF295‌‌‌,COL,79,256,28,58,13,1,3,28,36,91,5,4,.227,.321,.320,.641
295ParkerP MeadowsMeadowsCF295‌‌‌,DET,82,270,39,66,12,6,9,28,25,76,9,4,.244,.310,.433,.743
295ElehurisE MonteroMontero1B295‌‌‌,COL,67,224,23,46,10,0,4,28,20,56,0,0,.205,.267,.304,.571
295KevinK NewmanNewmanSS295‌‌‌,AZ,111,288,41,80,17,1,3,28,15,48,8,1,.278,.311,.375,.686
295JhonkensyJ NoelNoelRF295‌‌‌,CLE,67,179,25,39,7,1,13,28,13,63,0,0,.218,.288,.486,.774
295DavidD PeraltaPeraltaRF295‌‌‌,SD,91,236,35,63,11,0,8,28,22,54,2,0,.267,.335,.415,.750
295VictorV RoblesRoblesCF295‌‌‌,SEA,91,254,44,78,20,0,4,28,21,53,34,2,.307,.381,.433,.814
295JoseJ TrevinoTrevinoC295‌‌‌,NYY,74,209,26,45,5,0,8,28,20,41,1,0,.215,.288,.354,.642
295EnmanuelE ValdezValdez2B295‌‌‌,BOS,76,201,23,43,12,0,6,28,17,53,1,1,.214,.270,.363,.633
306JoeyJ GalloGallo1B306‌‌‌,WSH,76,223,24,36,9,0,10,27,32,102,3,1,.161,.277,.336,.613
306YasmaniY GrandalGrandalC306‌‌‌,PIT,72,215,26,49,10,0,9,27,24,46,1,0,.228,.304,.400,.704
306IvánI HerreraHerreraC306‌‌‌,STL,72,229,37,69,12,1,5,27,25,53,5,0,.301,.372,.428,.800
306SamS HilliardHilliardLF306‌‌‌,COL,58,138,26,33,5,1,10,27,14,56,5,2,.239,.305,.507,.812
306BrooksB LeeLeeSS306‌‌‌,MIN,50,172,9,38,6,1,3,27,11,27,3,0,.221,.265,.320,.585
306ChasC McCormickMcCormickLF306‌‌‌,HOU,94,242,32,51,6,1,5,27,17,72,8,2,.211,.271,.306,.577
306PedroP PagésPagésC306‌‌‌,STL,68,202,19,48,3,2,7,27,13,58,2,0,.238,.281,.376,.657
306NelsonN VelázquezVelázquezDH306‌‌‌,KC,64,205,31,41,8,1,8,27,19,61,2,0,.200,.274,.366,.640
306ChristianC VázquezVázquezC306‌‌‌,MIN,93,294,29,65,10,0,7,27,11,65,3,1,.221,.248,.327,.575
315XavierX EdwardsEdwardsSS315‌‌‌,MIA,70,265,39,87,12,5,1,26,33,52,31,4,.328,.397,.423,.820
315WilmerW FloresFlores1B315‌‌‌,SF,71,214,19,44,12,0,4,26,20,33,0,0,.206,.277,.318,.595
315JakeJ FraleyFraleyRF315‌‌‌,CIN,116,350,44,97,19,2,5,26,26,70,20,5,.277,.330,.386,.716
315JoseJ IglesiasIglesias2B315‌‌‌,NYM,85,270,39,91,16,1,4,26,12,39,6,2,.337,.381,.448,.829
315KevinK KiermaierKiermaierCF315‌‌‌,LAD,116,259,31,51,9,3,5,26,12,86,6,2,.197,.237,.313,.550
315DJD LeMahieuLeMahieu1B315‌‌‌,NYY,67,201,19,41,5,0,2,26,19,35,0,1,.204,.269,.259,.528
315TylerT SoderstromSoderstrom1B315‌‌‌,OAK,61,189,18,44,10,0,9,26,20,53,0,0,.233,.315,.429,.744
315JackJ SuwinskiSuwinskiCF315‌‌‌,PIT,88,247,29,45,8,0,9,26,27,79,9,1,.182,.264,.324,.588
315AbrahamA ToroToro3B315‌‌‌,OAK,94,337,34,81,17,1,6,26,20,62,4,2,.240,.293,.350,.643
315JuanJ YepezYepez1B315‌‌‌,WSH,62,226,32,64,15,0,6,26,18,42,2,1,.283,.335,.429,.764
325DylanD CarlsonCarlsonLF325‌‌‌,TB,96,235,19,49,7,0,3,25,22,75,2,1,.209,.287,.277,.564
325KyleK FarmerFarmer2B325‌‌‌,MIN,107,215,26,46,13,1,5,25,19,49,3,5,.214,.293,.353,.646
325Ke'BryanK HayesHayes3B325‌‌‌,PIT,96,365,38,85,9,0,4,25,23,75,11,2,.233,.283,.290,.573
325DerekD HillHillCF325‌‌‌,MIA,53,162,19,39,4,2,7,25,5,56,6,2,.241,.271,.420,.691
325JoeyJ LoperfidoLoperfidoLF325‌‌‌,TOR,81,243,24,52,13,4,4,25,13,95,4,2,.214,.264,.350,.614
325LuisL MatosMatosRF325‌‌‌,SF,45,150,14,32,5,0,5,25,5,24,0,0,.213,.237,.347,.584
325SeanS MurphyMurphyC325‌‌‌,ATL,72,233,19,45,5,1,10,25,27,67,0,0,.193,.284,.352,.636
332DannyD JansenJansenC332‌‌‌,BOS,91,278,35,57,13,0,9,24,40,61,0,0,.205,.309,.349,.658
332NickN MartiniMartiniDH332‌‌‌,CIN,52,146,23,31,4,2,5,24,9,38,1,3,.212,.272,.370,.642
332KyleK StowersStowersLF332‌‌‌,MIA,69,192,15,40,11,2,3,24,13,74,0,1,.208,.268,.333,.601
335JacksonJ HollidayHolliday2B335‌‌‌,BAL,60,190,28,36,4,2,5,23,15,69,4,0,.189,.255,.311,.566
335EloyE JiménezJiménezDH335‌‌‌,BAL,98,324,25,77,14,0,6,23,22,70,3,0,.238,.289,.336,.625
335ZachZ McKinstryMcKinstrySS335‌‌‌,DET,118,297,32,64,14,5,4,23,24,69,16,0,.215,.277,.337,.614
335EdwardE OlivaresOlivaresRF335‌‌‌,PIT,55,174,22,39,4,0,5,23,16,37,1,0,.224,.291,.333,.624
335BenB RiceRice1B335‌‌‌,NYY,50,152,20,26,6,0,7,23,20,48,0,1,.171,.264,.349,.613
335ChrisC TaylorTaylorLF335‌‌‌,LAD,87,213,28,43,7,1,4,23,28,76,5,1,.202,.298,.300,.598
335PatrickP WisdomWisdomX335‌‌‌,CHC,75,158,16,27,7,2,8,23,10,59,5,0,.171,.237,.392,.629
342ChristianC BethancourtBethancourtC342‌‌‌,CHC,62,139,18,29,7,0,5,22,5,36,3,0,.209,.241,.367,.608
342AdamA FrazierFrazier2B342‌‌‌,KC,104,262,35,53,10,1,4,22,22,59,3,0,.202,.282,.294,.576
342DanielD SchneemannSchneemannSS342‌‌‌,CLE,73,193,17,42,10,2,5,22,25,70,3,2,.218,.303,.368,.671
345BlazeB AlexanderAlexanderSS345‌‌‌,AZ,61,166,19,41,7,0,3,21,15,49,3,1,.247,.321,.343,.664
345EdouardE JulienJulien2B345‌‌‌,MIN,94,266,36,53,9,0,8,21,33,102,6,0,.199,.292,.323,.615
345NickyN LopezLopez2B345‌‌‌,CWS,124,398,40,96,12,3,1,21,37,67,5,7,.241,.312,.294,.606
345Justyn-HenryJ MalloyMalloyDH345‌‌‌,DET,71,202,18,41,7,1,8,21,23,85,1,1,.203,.291,.366,.657
345GarrettG MitchellMitchellCF345‌‌‌,MIL,69,196,33,50,12,3,8,21,25,71,11,4,.255,.342,.469,.811
345RichieR PalaciosPalacios2B345‌‌‌,TB,92,264,46,59,8,1,5,21,45,67,19,1,.223,.346,.318,.664
345Michael A.M TaylorTaylorCF345‌‌‌,PIT,113,269,35,52,9,1,5,21,23,105,12,1,.193,.253,.290,.543
352WillieW CalhounCalhounDH352‌‌‌,LAA,68,229,26,56,16,0,5,20,23,31,0,1,.245,.315,.380,.695
352EzequielE DuranDuran3B352‌‌‌,TEX,92,268,26,66,11,0,3,20,14,63,1,2,.246,.288,.321,.609
352TommyT EdmanEdmanCF352‌‌‌,LAD,37,139,20,33,5,1,6,20,11,30,6,0,.237,.294,.417,.711
352AustinA HaysHaysLF352‌‌‌,PHI,85,235,26,60,18,0,5,20,9,59,2,2,.255,.303,.396,.699
352AlexA KirilloffKirilloffLF352‌‌‌,MIN,57,159,20,32,8,3,5,20,15,47,0,0,.201,.270,.384,.654
352TylerT NevinNevin1B352‌‌‌,OAK,87,245,22,50,10,0,7,20,25,64,1,0,.204,.288,.331,.619
352ConnorC NorbyNorby3B352‌‌‌,MIA,45,178,32,42,9,0,9,20,15,64,3,3,.236,.294,.438,.732
352MichaelM SianiSianiCF352‌‌‌,STL,124,298,42,68,7,2,2,20,21,92,20,3,.228,.285,.285,.570
352JordanJ WalkerWalkerRF352‌‌‌,STL,51,164,16,33,10,1,5,20,10,50,1,0,.201,.253,.366,.619
361CavanC BiggioBiggio2B361‌‌‌,ATL,78,188,27,37,5,0,5,19,24,72,2,0,.197,.314,.303,.617
361AdrianA Del CastilloDel CastilloC361‌‌‌,AZ,25,80,12,25,5,0,4,19,7,28,1,1,.313,.368,.525,.893
361JerarJ EncarnacionEncarnacionDH361‌‌‌,SF,35,113,13,28,5,0,5,19,5,34,1,0,.248,.277,.425,.702
361LeoL JiménezJimenezSS361‌‌‌,TOR,63,179,18,41,11,0,4,19,12,59,0,0,.229,.329,.358,.687
361DaneD MyersMyersRF361‌‌‌,MIA,44,95,17,25,6,1,3,19,8,36,4,1,.263,.333,.442,.775
361DJD StewartStewartX361‌‌‌,NYM,74,158,16,28,4,0,5,19,31,48,1,0,.177,.325,.297,.622
367JuniorJ CamineroCaminero3B367‌‌‌,TB,43,165,15,41,9,1,6,18,11,38,2,0,.248,.299,.424,.723
367KodyK ClemensClemensX367‌‌‌,PHI,44,114,17,25,9,1,5,18,5,29,0,0,.219,.258,.447,.705
367NoelviN MarteMarte3B367‌‌‌,CIN,66,229,24,48,9,0,4,18,9,75,9,3,.210,.248,.301,.549
367JorgeJ MateoMateo2B367‌‌‌,BAL,68,192,30,44,14,2,5,18,10,48,13,2,.229,.267,.401,.668
367ReeseR McGuireMcGuireC367‌‌‌,BOS,53,139,10,29,3,0,3,18,13,39,3,0,.209,.280,.295,.575
367NickN SenzelSenzel3B367‌‌‌,CWS,74,236,25,46,11,0,7,18,28,61,1,3,.195,.283,.331,.614
