PLAYERPLAYER,TEAMTEAM,GGames PlayedGames in which a player has appeared.GGames PlayedGames in which a player has appeared.,"ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.",RRunsWhen a baserunner safely reaches home plate and scores.RRunsWhen a baserunner safely reaches home plate and scores.,HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.,2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.,3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.,"HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.","caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.",BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.,SOStrikeoutsWhen the umpire calls three strikes on the batter.SOStrikeoutsWhen the umpire calls three strikes on the batter.,"SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.",CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.,AVGBatting AverageThe rate of hits per at bat.H/ABAVGBatting AverageThe rate of hits per at bat.H/AB,OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF)OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF),SLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/ABSLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/AB,OPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLGOPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLG
353AustinA ShentonShenton1B353‌‌‌,SEA,8,14,2,3,0,0,0,2,2,7,0,0,.214,.313,.214,.527
353JonJ SingletonSingleton1B353‌‌‌,HOU,9,21,1,3,1,0,0,2,2,4,0,0,.143,.208,.190,.398
353JoshJ SmithSmith3B353‌‌‌,TEX,7,20,4,3,0,1,1,2,2,6,0,0,.150,.227,.400,.627
353PavinP SmithSmithLF353‌‌‌,AZ,8,21,3,7,0,0,2,2,4,5,0,0,.333,.440,.619,1.059
353TylerT StephensonStephensonC353‌‌‌,CIN,5,14,1,4,2,0,1,2,1,5,0,0,.286,.375,.643,1.018
353KyleK StowersStowersLF353‌‌‌,MIA,7,19,2,4,0,0,0,2,7,9,2,0,.211,.423,.211,.634
353MylesM StrawStrawCF353‌‌‌,TOR,8,13,3,6,2,0,1,2,1,4,0,0,.462,.500,.846,1.346
353JaredJ SundstromSundstromOF353‌‌‌,SEA,5,6,1,3,1,0,0,2,0,2,0,0,.500,.429,.667,1.096
353LeodyL TaverasTaverasCF353‌‌‌,TEX,9,23,5,7,1,0,1,2,4,2,3,1,.304,.407,.478,.885
353TimT TawaTawa2B353‌‌‌,AZ,5,8,1,2,1,0,0,2,1,1,0,0,.250,.333,.375,.708
353SamadS TaylorTaylor2B353‌‌‌,SEA,6,10,1,3,1,0,0,2,0,1,2,0,.300,.300,.400,.700
353MattM ThaissThaissC353‌‌‌,CWS,6,19,0,8,3,0,0,2,0,4,0,0,.421,.421,.579,1.000
353LuisL TorrensTorrensC353‌‌‌,NYM,7,19,1,1,0,0,1,2,0,4,0,0,.053,.053,.211,.264
353MikeM TroutTroutCF353‌‌‌,LAA,7,18,2,6,1,0,1,2,3,7,0,0,.333,.429,.556,.985
353KyleK TuckerTuckerRF353‌‌‌,CHC,6,14,2,1,0,0,1,2,3,5,0,0,.071,.222,.286,.508
353YordysY ValdesValdesSS353‌‌‌,CLE,9,10,2,3,1,0,1,2,0,0,1,0,.300,.300,.700,1.000
353JesusJ ValdezValdez3B353‌‌‌,AZ,3,3,1,1,0,0,0,2,1,1,0,0,.333,.500,.333,.833
353IldemaroI VargasVargas3B353‌‌‌,AZ,10,22,2,5,1,0,0,2,2,1,1,0,.227,.346,.273,.619
353AndrewA VaughnVaughn1B353‌‌‌,CWS,7,21,1,6,1,0,0,2,2,4,0,0,.286,.348,.333,.681
353DanielD VazquezVazquezSS353‌‌‌,KC,6,7,3,3,0,1,0,2,0,2,0,0,.429,.429,.714,1.143
353WilfredW VerasVerasRF353‌‌‌,CWS,5,6,0,1,1,0,0,2,0,3,0,0,.167,.167,.333,.500
353JoeJ VetranoVetrano1B353‌‌‌,LAD,1,2,1,1,1,0,0,2,0,0,0,0,.500,.500,1.000,1.500
353RyanR ViladeViladeLF353‌‌‌,STL,10,20,0,3,1,0,0,2,2,8,0,0,.150,.261,.200,.461
353DavidD VillarVillar2B353‌‌‌,SF,12,23,4,5,2,0,2,2,2,5,0,0,.217,.280,.565,.845
353LaMonteL Wade Jr.Wade1B353‌‌‌,SF,8,19,4,4,1,0,1,2,4,4,0,0,.211,.375,.421,.796
353RyanR WaldschmidtWaldschmidtCF353‌‌‌,AZ,6,6,3,1,0,0,1,2,3,2,0,0,.167,.455,.667,1.122
353ForrestF WallWallLF353‌‌‌,SD,11,14,2,3,0,1,0,2,1,4,2,0,.214,.267,.357,.624
353EliE WhiteWhiteLF353‌‌‌,ATL,10,22,2,7,1,0,1,2,1,4,0,0,.318,.375,.500,.875
353BrettB WiselyWisely2B353‌‌‌,SF,11,19,3,4,1,0,0,2,3,6,1,0,.211,.318,.263,.581
353ConnorC WongWongC353‌‌‌,BOS,6,13,2,1,0,0,1,2,3,6,0,1,.077,.235,.308,.543
353JuanJ YepezYepez1B353‌‌‌,WSH,9,24,0,5,0,0,0,2,1,3,0,0,.208,.240,.208,.448
523LuisangelL AcuñaAcuñaSS523‌‌‌,NYM,9,21,2,5,1,0,0,1,0,4,1,0,.238,.238,.286,.524
523RileyR AdamsAdamsC523‌‌‌,WSH,5,11,1,1,0,0,1,1,0,3,0,0,.091,.167,.364,.531
523SergioS AlcántaraAlcántaraSS523‌‌‌,SF,6,9,0,1,0,0,0,1,0,2,0,0,.111,.111,.111,.222
523CarterC AldreteAldrete3B523‌‌‌,ATH,8,11,2,3,1,0,0,1,0,4,0,0,.273,.273,.364,.637
523NickN AllenAllenSS523‌‌‌,ATL,5,15,3,7,1,0,1,1,1,0,0,0,.467,.500,.733,1.233
523JayJ Allen IIAllen IICF523‌‌‌,CIN,3,3,0,1,0,0,0,1,0,2,0,0,.333,.333,.333,.666
523PeteP AlonsoAlonso1B523‌‌‌,NYM,10,29,1,5,1,0,0,1,0,7,0,0,.172,.172,.207,.379
523FranciscoF AlvarezAlvarezC523‌‌‌,NYM,4,10,0,2,0,0,0,1,2,5,0,0,.200,.333,.200,.533
523MiguelM AmayaAmayaC523‌‌‌,CHC,3,9,1,5,0,0,1,1,0,3,0,0,.556,.556,.889,1.445
523MaxM AndersonAnderson2B523‌‌‌,DET,2,2,1,1,0,0,1,1,0,1,0,0,.500,.500,2.000,2.500
523TimT AndersonAndersonSS523‌‌‌,LAA,9,26,1,8,1,0,0,1,1,3,2,0,.308,.333,.346,.679
523KeatonK AnthonyAnthony1B523‌‌‌,PHI,4,3,0,1,0,0,0,1,0,2,0,0,.333,.250,.333,.583
523SamS AntonacciAntonacciSS523‌‌‌,CWS,1,1,0,0,0,0,0,1,2,0,0,0,.000,.500,.000,.500
523OrlandoO ArciaArciaSS523‌‌‌,ATL,8,18,0,2,0,0,0,1,1,2,0,0,.111,.158,.111,.269
523FranklinF AriasAriasSS523‌‌‌,BOS,1,2,0,1,1,0,0,1,0,0,0,0,.500,.500,1.000,1.500
523AeversonA ArteagaArteagaSS523‌‌‌,SF,3,3,1,1,0,0,1,1,0,1,0,0,.333,.333,1.333,1.666
523BrooksR BaldwinBaldwin2B523‌‌‌,CWS,9,24,2,6,2,0,0,1,3,3,2,0,.250,.333,.333,.666
523DrakeD BaldwinBaldwinC523‌‌‌,ATL,7,18,1,6,1,0,0,1,3,2,0,0,.333,.429,.389,.818
523ColinC BarberBarberLF523‌‌‌,HOU,5,6,3,2,1,0,0,1,2,0,1,0,.333,.500,.500,1.000
523TuckerT BarnhartBarnhartC523‌‌‌,TEX,7,15,3,4,1,0,0,1,4,6,0,0,.267,.421,.333,.754
523JorgeJ BarrosaBarrosaLF523‌‌‌,AZ,7,16,4,5,2,0,0,1,2,7,2,0,.313,.421,.438,.859
523JesúsJ BastidasBastidasSS523‌‌‌,HOU,8,11,2,2,2,0,0,1,0,5,0,0,.182,.182,.364,.546
523CavanC BiggioBiggio2B523‌‌‌,KC,7,15,2,2,1,0,0,1,5,3,0,0,.133,.409,.200,.609
523HunterH BishopBishopOF523‌‌‌,SF,4,6,0,2,1,0,0,1,0,1,0,0,.333,.333,.500,.833
523TylerT BlackBlack3B523‌‌‌,MIL,8,22,4,2,0,0,0,1,5,4,1,0,.091,.286,.091,.377
523DaironD BlancoBlancoLF523‌‌‌,KC,3,5,2,1,0,0,0,1,0,3,1,0,.200,.167,.200,.367
523JaseJ BowenBowenCF523‌‌‌,PIT,1,1,1,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000
523AaronA BrachoBracho2B523‌‌‌,LAD,3,3,1,1,0,0,0,1,0,2,0,0,.333,.333,.333,.666
523JoshJ BreauxBreauxC523‌‌‌,PHI,5,4,2,1,0,0,1,1,2,3,0,0,.250,.500,1.000,1.500
523BryanB BroeckerBroeckerC523‌‌‌,TB,1,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000
523RobertR BrooksBrooksC523‌‌‌,TOR,1,1,1,1,0,0,1,1,0,0,0,0,1.000,1.000,4.000,5.000
523MikeM BrosseauBrosseau3B523‌‌‌,SD,7,10,0,2,1,0,0,1,0,0,0,0,.200,.200,.300,.500
523VidalV BrujánBrujánSS523‌‌‌,CHC,7,15,1,2,0,0,0,1,1,5,0,0,.133,.188,.133,.321
523TylerT CallihanCallihan2B523‌‌‌,CIN,6,10,2,3,2,0,0,1,1,2,0,0,.300,.333,.500,.833
523VictorV CaratiniCaratiniC523‌‌‌,HOU,8,14,2,3,0,0,0,1,6,2,0,0,.214,.455,.214,.669
523CorbinC CarrollCarrollCF523‌‌‌,AZ,6,17,2,4,1,0,1,1,1,5,0,0,.235,.278,.471,.749
523EvanE CarterCarterLF523‌‌‌,TEX,7,17,2,4,1,0,0,1,3,5,1,0,.235,.350,.294,.644
523MarcosM CastañonCastañon2B523‌‌‌,SD,3,5,0,1,0,0,0,1,0,2,0,0,.200,.200,.200,.400
523NickN CastellanosCastellanosRF523‌‌‌,PHI,6,16,3,1,0,0,1,1,2,7,0,0,.063,.167,.250,.417
523LuisL CastilloCastilloRF523‌‌‌,MIL,3,2,0,1,0,1,0,1,1,1,0,0,.500,.667,1.500,2.167
523FelninF CelestenCelestenSS523‌‌‌,SEA,3,2,0,0,0,0,0,1,0,2,0,0,.000,.000,.000,.000
523AllanA CerdaCerdaOF523‌‌‌,MIN,8,11,4,4,2,0,0,1,0,2,0,0,.364,.417,.545,.962
523AndrésA ChaparroChaparro1B523‌‌‌,WSH,8,18,2,7,1,0,0,1,1,2,0,0,.389,.421,.444,.865
523FrainyerF ChavezChavez2B523‌‌‌,TEX,1,1,1,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000
523Tsung-CheT ChengChengSS523‌‌‌,PIT,9,9,2,5,1,0,1,1,1,2,0,1,.556,.600,1.000,1.600
523DenzelD ClarkeClarkeCF523‌‌‌,ATH,5,11,0,2,0,0,0,1,2,4,0,0,.182,.308,.182,.490
523PatrickP ClohisyClohisyCF523‌‌‌,ATL,5,8,2,2,0,0,0,1,1,4,0,0,.250,.300,.250,.550
523GavinG ConticelloConticello1B523‌‌‌,AZ,5,6,1,1,0,0,0,1,0,1,0,0,.167,.167,.167,.334
523BillyB CookCook1B523‌‌‌,PIT,9,17,4,3,0,0,1,1,6,6,2,0,.176,.391,.353,.744
523JuanJ CornielCornielSS523‌‌‌,AZ,3,3,0,2,1,0,0,1,0,1,1,0,.667,.667,1.000,1.667
523JackJ CostelloCostello3B523‌‌‌,SD,3,4,1,3,0,0,0,1,0,1,0,0,.750,.750,.750,1.500
523JonahJ CoxCoxCF523‌‌‌,SF,4,4,2,3,0,0,0,1,0,0,1,0,.750,.600,.750,1.350
523J.P.J CrawfordCrawfordSS523‌‌‌,SEA,7,17,2,4,0,0,1,1,2,10,0,0,.235,.316,.412,.728
523DylanD CrewsCrewsRF523‌‌‌,WSH,8,23,5,5,0,0,0,1,5,7,1,1,.217,.357,.217,.574
523DemetrioD CrisantesCrisantesSS523‌‌‌,AZ,2,5,1,2,1,0,0,1,1,2,1,0,.400,.500,.600,1.100
523GavinG CrossCrossRF523‌‌‌,KC,9,12,4,4,0,2,0,1,1,1,1,0,.333,.385,.667,1.052
523BobbyB DalbecDalbec1B523‌‌‌,CWS,8,18,0,4,0,0,0,1,0,6,0,1,.222,.222,.222,.444
523RandyR De JesusDe JesusRF523‌‌‌,LAA,1,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000
523LuisL De Los SantosDe Los Santos3B523‌‌‌,NYM,9,20,2,3,0,0,0,1,3,6,0,0,.150,.250,.150,.400
523JosueJ De PaulaDe PaulaRF523‌‌‌,LAD,1,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000
523JakeJ DeLeoDeLeoCF523‌‌‌,MIA,1,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000
523JonnyJ DeLucaDeLucaRF523‌‌‌,TB,7,22,4,5,0,0,0,1,3,5,0,0,.227,.320,.227,.547
523CamC DevanneyDevanneySS523‌‌‌,KC,9,21,3,4,1,0,0,1,0,6,0,0,.190,.190,.238,.428
523JoseJ DeversDeversSS523‌‌‌,CLE,4,3,1,1,0,0,1,1,0,1,0,0,.333,.333,1.333,1.666
523DustinD DickersonDickersonSS523‌‌‌,KC,5,2,2,1,0,0,0,1,1,1,0,0,.500,.600,.500,1.100
523JaredJ DickeyDickeyRF523‌‌‌,ATH,2,3,3,2,1,0,0,1,0,0,0,0,.667,.667,1.000,1.667
523MarcoM DingesDingesC523‌‌‌,MIL,1,2,1,1,0,0,1,1,0,0,0,0,.500,.500,2.000,2.500
523DillonD DinglerDinglerC523‌‌‌,DET,8,18,4,4,1,0,1,1,2,2,0,0,.222,.300,.444,.744
523AnthonyA DonofrioDonofrioOF523‌‌‌,SEA,2,3,0,0,0,0,0,1,0,1,0,0,.000,.000,.000,.000
523DukeD EllisEllisCF523‌‌‌,NYY,7,12,1,2,1,0,0,1,0,6,2,1,.167,.167,.250,.417
523ColtC EmersonEmersonSS523‌‌‌,SEA,5,9,2,2,1,0,1,1,1,2,0,0,.222,.364,.667,1.031
523TristinT EnglishEnglish1B523‌‌‌,AZ,4,4,0,1,0,0,0,1,1,0,0,0,.250,.400,.250,.650
523SantiagoS EspinalEspinal3B523‌‌‌,CIN,10,26,4,7,3,0,0,1,1,5,1,0,.269,.296,.385,.681
523LizandroL EspinozaEspinozaSS523‌‌‌,ATL,1,2,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000
523JudJ FabianFabianCF523‌‌‌,BAL,3,2,1,1,0,0,0,1,1,1,0,1,.500,.667,.500,1.167
523TrentT FarquharFarquhar2B523‌‌‌,PHI,4,3,0,1,0,0,0,1,1,2,0,0,.333,.500,.333,.833
523MaxM FergusonFerguson2B523‌‌‌,BOS,5,3,0,1,1,0,0,1,2,1,0,0,.333,.600,.667,1.267
523NickN FortesFortesC523‌‌‌,MIA,6,17,3,5,0,0,1,1,0,2,0,0,.294,.294,.471,.765
523AlexA FreelandFreelandSS523‌‌‌,LAD,4,5,2,2,0,0,1,1,0,3,0,0,.400,.400,1.000,1.400
523TylerT FreemanFreemanCF523‌‌‌,CLE,8,23,2,5,0,1,1,1,1,4,1,0,.217,.280,.435,.715
523JoeyJ GalloGallo1B523‌‌‌,CWS,5,10,2,1,0,0,0,1,1,8,0,0,.100,.182,.100,.282
523EduardoE GarciaGarciaOF523‌‌‌,MIL,2,2,1,0,0,0,0,1,0,1,1,0,.000,.000,.000,.000
523AustinA GauthierGauthierSS523‌‌‌,LAD,5,2,1,1,0,0,0,1,3,1,0,1,.500,.800,.500,1.300
523DJD GladneyGladneyLF523‌‌‌,CWS,5,3,0,2,1,0,0,1,0,1,0,0,.667,.667,1.000,1.667
523AsbelA GonzalezGonzalezCF523‌‌‌,KC,1,1,1,0,0,0,0,1,0,0,1,0,.000,.000,.000,.000
523CristianC GonzalezGonzalezSS523‌‌‌,HOU,3,3,0,1,0,0,0,1,0,1,0,0,.333,.333,.333,.666
523HunterH GoodmanGoodmanC523‌‌‌,COL,8,19,5,8,3,0,0,1,1,3,0,0,.421,.450,.579,1.029
523NickN GordonGordon2B523‌‌‌,BAL,9,20,1,3,1,0,0,1,0,6,1,0,.150,.150,.200,.350
523JaceJ GradyGradyRF523‌‌‌,ATL,3,4,0,0,0,0,0,1,0,3,0,0,.000,.000,.000,.000
523DenzerD GuzmanGuzmanSS523‌‌‌,LAA,6,5,0,0,0,0,0,1,2,2,0,0,.000,.286,.000,.286
523IanI HappHappLF523‌‌‌,CHC,6,13,3,3,2,0,0,1,4,4,1,0,.231,.444,.385,.829
523ParksP HarberHarber3B523‌‌‌,NYY,2,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000
523TheoT HardyHardySS523‌‌‌,TEX,4,7,1,2,2,0,0,1,0,0,0,1,.286,.286,.571,.857
523HudsonH HaskinHaskinCF523‌‌‌,BAL,4,4,1,2,1,0,0,1,0,1,0,0,.500,.500,.750,1.250
523JonahJ HeimHeimC523‌‌‌,TEX,7,16,1,2,0,0,0,1,3,5,0,0,.125,.250,.125,.375
523TylerT HeinemanHeinemanC523‌‌‌,TOR,5,10,0,2,0,0,0,1,2,0,1,0,.200,.333,.200,.533
523YonatanY HenriquezHenriquez3B523‌‌‌,NYM,3,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000
523PaytonP HenryHenryC523‌‌‌,PHI,4,5,1,0,0,0,0,1,2,3,0,0,.000,.250,.000,.250
523DiegoD HernandezHernandezOF523‌‌‌,KC,5,4,0,1,0,0,0,1,1,2,1,0,.250,.333,.250,.583
523OmarO HernandezHernandezC523‌‌‌,KC,1,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000
523YonnyY HernándezHernándezSS523‌‌‌,NYM,2,2,1,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000
523DariusD HillHillRF523‌‌‌,CHC,2,4,2,3,1,0,1,1,0,1,0,0,.750,.750,1.750,2.500
523ReceR HindsHindsRF523‌‌‌,CIN,4,6,2,2,0,1,0,1,1,4,0,1,.333,.429,.667,1.096
523JacksonJ HollidayHolliday2B523‌‌‌,BAL,8,26,6,8,1,1,0,1,3,5,2,0,.308,.379,.423,.802
523BennettB HostetlerHostetlerC523‌‌‌,MIA,2,2,0,0,0,0,0,1,0,1,0,0,.000,.000,.000,.000
523JoeJ HudsonHudsonC523‌‌‌,HOU,6,8,1,3,0,0,0,1,1,3,0,0,.375,.444,.375,.819
523SamS HuffHuffC523‌‌‌,SF,6,14,5,5,1,0,1,1,5,6,0,0,.357,.550,.643,1.193
523RubenR IbarraIbarra1B523‌‌‌,CIN,3,2,1,2,0,0,1,1,0,0,0,0,1.000,1.000,2.500,3.500
523DannyD JansenJansenC523‌‌‌,TB,7,18,4,5,2,0,0,1,3,2,0,0,.278,.381,.389,.770
523CarterC JensenJensenC523‌‌‌,KC,6,11,0,1,1,0,0,1,1,3,0,0,.091,.167,.182,.349
523BryceB JohnsonJohnsonRF523‌‌‌,PIT,11,17,1,4,1,0,0,1,0,3,1,1,.235,.235,.294,.529
523BrendanB JonesJonesCF523‌‌‌,NYY,3,5,2,2,1,0,0,1,0,1,1,0,.400,.400,.600,1.000
523DruwD JonesJonesCF523‌‌‌,AZ,3,6,1,2,1,0,0,1,1,2,0,0,.333,.429,.500,.929
523BlazeB JordanJordan1B523‌‌‌,BOS,4,3,2,3,0,1,0,1,1,0,0,0,1.000,1.000,1.667,2.667
523SimonS JuanJuanRF523‌‌‌,NYM,3,3,1,1,0,0,0,1,1,2,0,0,.333,.400,.333,.733
523JaceJ JungJung3B523‌‌‌,DET,10,25,2,2,0,0,1,1,3,9,0,0,.080,.179,.200,.379
523JoshJ JungJung3B523‌‌‌,TEX,11,29,4,5,1,0,1,1,4,13,0,0,.172,.273,.310,.583
523C.J.C KayfusKayfus1B523‌‌‌,CLE,5,6,0,2,0,0,0,1,0,0,1,0,.333,.333,.333,.666
523CarsonC KellyKellyC523‌‌‌,CHC,4,9,2,4,2,0,0,1,2,1,1,0,.444,.545,.667,1.212
523KadeK KernKernCF523‌‌‌,ATL,2,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000
523GraeG KessingerKessinger3B523‌‌‌,AZ,5,10,4,4,1,0,0,1,2,3,0,0,.400,.500,.500,1.000
523IsiahI Kiner-FalefaKiner-Falefa2B523‌‌‌,PIT,8,22,0,8,1,0,0,1,1,5,1,1,.364,.391,.409,.800
523CooperC KinneyKinney2B523‌‌‌,TB,1,3,0,0,0,0,0,1,0,1,0,0,.000,.000,.000,.000
523ChristianC KossKossSS523‌‌‌,SF,13,19,4,7,1,0,0,1,2,4,1,2,.368,.429,.421,.850
523StevenS KwanKwanLF523‌‌‌,CLE,8,25,3,8,0,0,0,1,1,2,1,1,.320,.370,.320,.690
523JakeJ LambLamb1B523‌‌‌,SF,9,15,2,5,3,0,0,1,2,3,0,0,.333,.412,.533,.945
523SheaS LangeliersLangeliersC523‌‌‌,ATH,7,18,5,5,2,0,1,1,1,1,0,0,.278,.316,.556,.872
523RamónR LaureanoLaureanoRF523‌‌‌,BAL,8,20,4,4,1,0,1,1,4,7,0,0,.200,.333,.400,.733
523GuyG LipscombLipscombCF523‌‌‌,CLE,2,2,1,1,1,0,0,1,1,0,0,0,.500,.667,1.000,1.667
523BrandonB LockridgeLockridgeRF523‌‌‌,SD,11,23,4,9,2,0,0,1,1,5,6,1,.391,.417,.478,.895
523NathanielN LoweLowe1B523‌‌‌,WSH,9,25,4,6,0,0,0,1,6,8,0,0,.240,.387,.240,.627
523AndyA LugoLugoIF523‌‌‌,BOS,3,3,1,1,1,0,0,1,0,0,0,0,.333,.333,.667,1.000
523WilliamW LugoLugo3B523‌‌‌,NYM,5,3,1,1,0,0,1,1,0,1,0,0,.333,.333,1.333,1.666
523GavinG LuxLux2B523‌‌‌,CIN,9,19,4,5,2,0,0,1,6,6,2,0,.263,.462,.368,.830
523DixonD MachadoMachadoSS523‌‌‌,CHC,5,7,0,3,0,0,0,1,0,1,1,0,.429,.429,.429,.858
523JoeJ MackMackC523‌‌‌,MIA,6,11,1,3,0,0,0,1,1,2,0,0,.273,.333,.273,.606
523KevinK MaitanMaitan3B523‌‌‌,MIN,2,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000
523MartínM MaldonadoMaldonadoC523‌‌‌,SD,7,12,1,1,0,0,0,1,2,3,0,0,.083,.267,.083,.350
523JakeJ MarisnickMarisnickCF523‌‌‌,ATL,9,21,1,2,1,0,1,1,0,7,0,0,.095,.095,.286,.381
523CadeC MarloweMarloweLF523‌‌‌,SEA,2,4,1,2,1,0,0,1,1,1,0,0,.500,.600,.750,1.350
523NickN MartiniMartini1B523‌‌‌,COL,10,22,2,9,0,0,0,1,4,3,1,0,.409,.519,.409,.928
523BriceB MatthewsMatthewsSS523‌‌‌,HOU,5,8,2,1,0,1,0,1,1,4,0,0,.125,.222,.375,.597
523CobyC MayoMayo3B523‌‌‌,BAL,11,26,7,6,3,0,0,1,1,10,0,0,.231,.250,.346,.596
523JakeJ McCarthyMcCarthyCF523‌‌‌,AZ,8,24,3,7,2,0,0,1,1,8,2,0,.292,.320,.375,.695
523ChasC McCormickMcCormickLF523‌‌‌,HOU,8,18,3,4,1,0,0,1,7,3,3,1,.222,.462,.278,.740
523CarsonC McCuskerMcCuskerLF523‌‌‌,MIN,6,7,3,4,1,0,0,1,1,2,0,0,.571,.625,.714,1.339
523KevinK McGonigleMcGonigleSS523‌‌‌,DET,5,6,1,2,1,0,0,1,2,3,0,0,.333,.500,.500,1.000
523ReeseR McGuireMcGuireC523‌‌‌,CHC,6,8,0,1,0,0,0,1,0,2,0,0,.125,.222,.125,.347
523JeffJ McNeilMcNeil2B523‌‌‌,NYM,6,16,4,5,3,0,0,1,2,4,0,0,.313,.389,.500,.889
523CurtisC MeadMead2B523‌‌‌,TB,7,21,3,9,0,0,0,1,4,2,0,1,.429,.538,.429,.967
523JoeyJ MenesesMeneses1B523‌‌‌,NYM,9,18,4,5,1,0,1,1,2,1,0,0,.278,.350,.500,.850
523ÓscarÓ MercadoMercadoRF523‌‌‌,PHI,8,15,4,2,0,0,1,1,4,2,2,0,.133,.316,.333,.649
523LazaroL MontesMontesRF523‌‌‌,SEA,6,8,1,2,1,0,0,1,2,5,0,0,.250,.400,.375,.775
523BradenB MontgomeryMontgomeryOF523‌‌‌,CWS,5,3,2,1,0,0,0,1,2,1,0,0,.333,.600,.333,.933
523ChristopherC MorelMorel3B523‌‌‌,TB,7,21,1,3,0,0,1,1,0,8,0,0,.143,.143,.286,.429
523OmarO NarváezNarváezC523‌‌‌,CWS,6,17,2,4,1,0,0,1,2,7,0,0,.235,.316,.294,.610
523Kay-LanK NicasiaNicasiaRF523‌‌‌,MIL,1,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000
523RyanR NodaNoda1B523‌‌‌,LAA,12,16,3,4,1,0,1,1,8,9,1,0,.250,.520,.500,1.020
523AustinA NolaNolaC523‌‌‌,COL,10,15,1,6,2,0,0,1,1,3,0,0,.400,.471,.533,1.004
523BrianB O'KeefeO'KeefeC523‌‌‌,KC,6,7,1,2,0,0,1,1,1,3,0,0,.286,.375,.714,1.089
523KeshawnK OgansOgans3B523‌‌‌,ATL,6,6,1,2,0,0,0,1,0,3,0,0,.333,.333,.333,.666
523ShoheiS OhtaniOhtaniTWP523‌‌‌,LAD,6,15,3,5,2,0,0,1,3,4,0,0,.333,.444,.467,.911
523JonathanJ OrnelasOrnelas3B523‌‌‌,TEX,9,14,1,6,1,0,0,1,1,5,0,0,.429,.467,.500,.967
523AbimelecA OrtizOrtiz1B523‌‌‌,TEX,6,7,1,3,0,0,0,1,0,2,0,0,.429,.429,.429,.858
523HectorH OsorioOsorioCF523‌‌‌,TEX,2,3,0,1,0,0,0,1,0,0,0,0,.333,.333,.333,.666
523EzequielE PaganPaganOF523‌‌‌,LAD,3,3,0,1,0,0,0,1,0,1,0,0,.333,.333,.333,.666
