Player,Team,PPG,APG,RPG,3PM,Games
Alex Dawson,TRINI,9.0,0.0,4.0,0.0,1
Camryn Yorke,THOMA,9.0,5.0,4.0,0.0,1
Kendall Brasfield,CLSC,9.0,2.0,1.0,0.0,1
Ty Fernholz,MTU,9.0,5.0,1.0,3.0,1
Max Ekono,LIN,9.0,2.0,2.0,0.0,1
Rashawn Wilcox,PEN,9.0,2.0,1.0,3.0,1
Zy'Ever Wingfield,VIRWISE,9.0,1.0,7.0,0.0,1
Jeremiah Boateng,VAWESL,9.0,1.0,6.0,0.0,1
Joshua Sasser,SOUTH,9.0,1.0,2.0,1.0,1
Ugo Ejifor,WAL,9.0,2.0,11.0,0.0,1
Kevin Reynald Jr.,HEI,9.0,0.0,2.0,1.0,1
Sayerr Senghore,FTVALLEY,9.0,0.0,3.0,1.0,1
James Bodily,EOR,9.0,2.0,1.0,2.0,1
Afamdi Achufusi,BOW,9.0,3.0,4.0,1.0,1
Quadir Copeland,MCN,9.0,4.5,3.3,0.1,1
Saint Thomas,USC,9.0,4.1,5.7,0.7,1
Devon Savage,MRMK,9.0,0.3,3.3,2.3,1
Jamie Bergens,FAIR,9.0,2.9,2.5,1.2,1
Jayden Nunn,BAY,9.0,1.6,2.8,1.9,1
Christian Moore,UAPB,9.0,4.1,3.4,1.0,1
Johan Nziemi,LONG,9.0,0.4,4.4,0.1,1
Viljami Vartiainen,WEB,8.9,1.0,2.3,2.1,1
Mayar Wol,EKU,8.9,0.9,4.8,1.5,1
Emmett Marquardt,EWU,8.9,1.2,4.4,1.1,1
Kameron Taylor,UNCA,8.9,0.8,4.2,0.5,1
Kody Clouet,USD,8.9,1.0,2.7,1.6,1
Ronald Jessamy,TNST,8.9,0.7,5.8,0.0,1
Vyctorius Miller,LSU,8.9,1.2,2.4,1.1,1
Jalen Hill,UNLV,8.9,1.7,5.0,0.3,1
RJ Melendez,MSST,8.9,0.8,4.4,1.0,1
Jacob Meyer,DEP,8.9,0.7,2.6,1.3,1
Hunter Jack Madden,ACU,8.9,2.1,2.3,1.6,1
Luke Kearney,AFA,8.9,0.9,2.7,1.6,1
TJ Nadeau,DETM,8.9,0.6,3.5,1.5,1
Juanse Gorosito,BALL,8.9,1.7,2.3,2.3,1
Muneer Newton,DSU,8.9,0.9,5.9,0.0,1
Bobby Pettiford,HPU,8.9,3.4,2.4,0.3,1
Terell Strickland,LIU,8.9,4.3,4.6,0.8,1
Braxton Stacker,SEMO,8.9,1.3,3.1,1.3,1
Cole Anderson,UCSB,8.9,1.0,1.9,2.4,1
DeAntoni Gordon,USM,8.9,1.0,5.0,0.2,1
Connor Sevilla,UCD,8.9,0.9,1.6,2.0,1
Zaxton King,MOST,8.9,1.5,2.8,1.8,1
Nana Antwi-Boasiako,SFA,8.9,0.9,5.9,0.9,1
Mouhamed Sow,SPU,8.9,1.0,6.7,0.6,1
Michael Houge,JVST,8.9,0.8,7.4,0.2,1
Truth Harris,RAD,8.8,1.7,2.3,1.2,1
Pryce Sandfort,IOWA,8.8,1.3,2.9,1.7,1
Ben Callahan-Gold,BING,8.8,0.7,2.5,1.9,1
Tanner Cuff,EVAN,8.8,3.2,6.2,0.4,1
Zach Bell,JAX,8.8,1.6,2.8,1.0,1
Jacob Wilson,ULM,8.8,1.6,3.5,1.6,1
Connor Hollenbeck,IDST,8.8,1.4,4.1,1.3,1
Jayvon Maughmer,LIB,8.8,1.5,4.4,1.3,1
Brock Harding,IOWA,8.8,5.3,2.3,1.2,1
Ruot Bijiek,BUCK,8.8,1.2,3.8,1.3,1
Efton Reid III,WAKE,8.8,1.0,6.6,0.3,1
Owen Aquino,LIB,8.8,2.1,5.6,0.1,1
Jordan Chatman,FAMU,8.8,0.8,3.7,1.7,1
Tyler Linhardt,IDHO,8.8,0.4,2.6,0.8,1
Zimi Nwokeji,JAX,8.8,0.4,4.0,1.9,1
NJ Benson,DEP,8.8,0.9,6.1,0.0,1
Daquan Davis,FSU,8.8,2.5,2.3,0.8,1
Sean Moore,UNCW,8.8,1.3,6.5,1.0,1
AJ Braun,CBU,8.8,0.5,4.5,0.1,1
Ja'Kair Sanchez,WAG,8.8,0.8,2.0,0.8,1
Trey Galloway,IU,8.8,4.7,2.3,1.2,1
Leo DeBruhl,UCD,8.8,2.9,3.6,1.4,1
Will Kelly,COLI,8.8,1.5,2.3,1.0,1
Nate Johnson,DETM,8.8,1.1,4.5,1.0,1
Tyus Williams,MATYKL,8.8,0.8,3.5,0.0,1
Joe Charles,MCN,8.7,0.9,7.1,1.6,1
Dai Dai Ames,UVA,8.7,1.9,1.4,1.0,1
Jurian Dixon,UCI,8.7,1.7,2.8,0.7,1
Abramo Canka,STET,8.7,1.3,4.5,0.8,1
Kacper Klaczek,ALB,8.7,1.8,5.4,1.1,1
Santiago Trouet,USD,8.7,0.7,6.8,0.4,1
Wesley Celichowski,AFA,8.7,1.0,2.1,0.5,1
Casey Simmons,YALE,8.7,0.7,4.6,0.5,1
Tony Perkins,MIZ,8.7,2.6,2.6,0.5,1
Jahari Williamson,NIA,8.7,0.9,1.1,1.8,1
Jon Sanders II,NWST,8.7,1.9,2.1,1.3,1
Kadin Shedrick,TEX,8.7,0.6,6.1,0.2,1
Sion James,DUKE,8.7,3.1,4.2,0.8,1
DJ Davis,WASH,8.7,1.0,1.3,1.9,1
Jaden Winston,MAN,8.7,4.3,3.4,0.8,1
Christian Jones,GW,8.7,2.6,2.2,1.0,1
Paul Bruns,SDAK,8.7,1.2,4.6,1.5,1
Blair Thompson,COLU,8.7,1.1,6.7,1.0,1
Sola Adebisi,CIT,8.7,1.3,6.0,0.6,1
Ryan Beasley,SF,8.7,2.3,2.5,0.9,1
Karon Boyd,ETSU,8.7,1.1,7.2,0.4,1
Jao Ituka,JVST,8.7,0.8,1.4,1.4,1
Marquis Barnett,KENT,8.7,0.9,3.6,1.0,1
Marlon Short,UMBC,8.7,1.8,3.2,0.2,1
Turner Buttry,EKU,8.7,1.6,1.8,1.6,1
Nate Fouts,LEM,8.7,2.0,4.6,0.8,1
Derek Simpson,JOES,8.6,3.6,3.9,1.3,1
Quinton Morton-Robertson,PFW,8.6,2.7,2.6,2.0,1
Abdul Momoh,CCSU,8.6,1.0,6.1,0.0,1
Achile Spadone,BUCK,8.6,1.6,4.5,0.8,1
Brody Rowbury,SELA,8.6,0.9,5.4,0.2,1
Dishon Jackson,ISU,8.6,0.7,5.1,0.0,1
Fousseyni Traore,BYU,8.6,1.4,5.3,0.0,1
Peter Oduro,COPP,8.6,0.5,4.1,0.1,1
Jordan Nesbitt,WYO,8.6,1.8,6.9,1.0,1
Julius Mims,IDHO,8.6,0.8,6.3,0.1,1
Dylan Godfrey,CAN,8.6,0.6,2.8,1.3,1
Chase Robinson,CLE,8.6,2.2,2.7,1.0,1
Jaden Johnson,ODU,8.6,3.7,3.2,0.2,1
Matthew Mors,SDST,8.6,1.3,3.5,0.8,1
Myron Amey Jr.,LMU,8.6,0.7,2.7,1.2,1
Khalil Badru,UNH,8.6,0.7,4.7,0.4,1
Mike Mitchell Jr.,MINN,8.6,2.5,1.8,2.0,1
Cam Crawford,DUQ,8.6,1.1,2.5,1.5,1
Christian Moore,CIT,8.6,1.2,2.8,1.6,1
Mitchell Taylor,SCST,8.5,2.5,2.1,0.8,1
KyKy Tandy,FAU,8.5,0.9,1.7,2.2,1
Denver Anglin,RICE,8.5,0.8,2.0,1.9,1
Joshua Meo,CCU,8.5,2.2,2.9,1.1,1
Dariyus Woodson,UND,8.5,0.7,2.4,1.6,1
Aaron Scott,SJU,8.5,0.9,4.1,1.4,1
Keyshawn Mitchell,BRY,8.5,0.6,6.9,0.5,1
Tyrin Lawrence,UGA,8.5,2.4,3.2,0.9,1
Brandon Stroud,USF,8.5,2.0,5.7,0.4,1
Cam Morris III,UML,8.5,1.6,4.7,0.3,1
Matt Pena,MCM,8.5,1.0,2.0,1.0,1
Leonard Jackson,LOLA,8.5,1.5,1.5,1.0,1
Max Peeler,ERSKINE,8.5,0.5,1.0,2.5,1
Mycole Rodriguez,NOR,8.5,0.3,4.3,1.0,1
Cooper Bowser,FUR,8.5,1.7,4.7,0.0,1
Rahmel Davis,SFIL,8.5,0.5,3.0,0.0,1
Xavier Hill,SUNO,8.5,0.5,6.0,0.5,1
Tyler Whitehurst,WILP,8.5,1.0,1.5,1.5,1
Chase Jackson,OAKWO,8.5,1.5,2.5,2.0,1
Jason Britton,TUS,8.5,1.0,1.5,0.5,1
Anthony Mcmanus,NOB,8.5,2.0,5.5,1.0,1
Raevon Thomas,CSO,8.5,0.5,5.0,0.0,1
Jayme Peay,MILLI,8.5,2.0,3.0,2.0,1
Brandon Angel,ORE,8.5,1.1,3.9,0.7,1
Bobby Rosenberger III,SFPA,8.5,1.4,3.7,0.8,1
Zach Laput,DAV,8.5,1.6,3.6,0.8,1
Nehemiah Turner,CARK,8.5,1.7,4.2,0.1,1
Mikey Lewis,SMC,8.5,0.6,1.7,1.7,1
Sean Trumper,MRMK,8.5,2.0,5.6,0.7,1
Filip Skobalj,UIC,8.5,1.2,2.9,2.1,1
Keiveon Hunt,JKST,8.5,2.7,2.2,0.8,1
Magoon Gwath,SDSU,8.5,0.7,5.2,0.6,1
Rashaun Agee,USC,8.5,1.0,4.3,0.8,1
Chris Mpaka,TAR,8.5,0.4,5.3,0.0,1
Ven-Allen Lubin,UNC,8.5,0.3,5.6,0.0,1
Anton Brookshire,APSU,8.5,2.6,2.2,1.7,1
Quel'Ron House,JVST,8.4,3.0,2.6,0.6,1
Brant Byers,M-OH,8.4,0.5,2.8,1.6,1
Bryan Etumnu,MRMK,8.4,0.6,6.1,0.7,1
DeAndre Williams,HC,8.4,3.6,2.9,0.8,1
Cardell Bailey,UMES,8.4,1.1,3.4,1.5,1
BJ Ward,SEMO,8.4,2.2,2.4,1.5,1
D'Marco Dunn,PSU,8.4,1.0,2.5,1.2,1
Darius Burford,UTA,8.4,2.3,4.0,0.6,1
Brandon Johnson,MIA,8.4,2.0,6.7,0.9,1
Eric Mulder,PFW,8.4,0.2,6.7,0.0,1
Donovan Draper,NAVY,8.4,2.1,8.2,0.6,1
Ben Wight,STBK,8.4,1.6,5.0,0.1,1
Deon Perry,FAIR,8.4,1.8,1.6,1.4,1
Kam Martin,LBSU,8.4,1.4,1.7,1.1,1
Seth Hubbard,TOL,8.4,1.3,2.9,0.5,1
Chase Lowe,W&M,8.4,3.1,5.2,0.1,1
Lawson Lovering,UTAH,8.4,2.7,4.9,0.0,1
Anwar Gill,HOW,8.4,3.7,4.4,0.4,1
Wesley Cardet Jr.,PROV,8.4,0.8,3.1,1.0,1
K'mani Doughty,INST,8.3,1.2,3.3,1.3,1
Malcolm Christie,OAK,8.3,0.4,1.2,2.3,1
Dexter Akanno,USU,8.3,1.0,3.3,1.5,1
Jonathan Tchengang,STNSLS,8.3,1.0,3.7,0.7,1
Raul Perez,MO,8.3,1.0,3.7,1.0,1
Khaman Maluach,DUKE,8.3,0.5,6.8,0.1,1
Jahsean Corbett,DUQ,8.3,1.7,5.2,0.3,1
Dante Sawyer,UAPB,8.3,1.2,2.5,0.2,1
Mady Sissoko,CAL,8.3,0.4,8.2,0.0,1
Jonathan Powell,WVU,8.3,0.7,3.1,2.0,1
Noah Feddersen,NDSU,8.3,1.6,6.0,0.7,1
Parker Jones,COLG,8.3,1.8,4.6,1.5,1
Tan Yildizoglu,VMI,8.3,3.9,3.3,0.9,1
David Terrell Jr.,UTEP,8.3,3.9,3.8,0.3,1
Liutauras Lelevicius,ORST,8.3,1.2,4.1,1.1,1
Makaih Williams,GCU,8.3,2.5,2.4,0.7,1
Jonah Hinton,SBU,8.3,1.7,2.1,1.8,1
Bismark Nsiah,FDU,8.3,2.6,6.3,0.5,1
Jadin Collins-Roberts,MRST,8.3,3.7,5.3,0.3,1
Ryan Prather Jr.,RMU,8.3,1.0,3.0,1.6,1
Malcolm Chimezie,BU,8.3,0.8,5.0,0.0,1
Trey Townsend,ARIZ,8.3,1.0,3.9,0.4,1
Samuel Ariyibi,UTU,8.3,1.7,5.6,0.4,1
Chauncey Wiggins,CLEM,8.3,0.7,3.0,1.2,1
Eli King,UND,8.3,2.2,5.5,1.3,1
Afan Trnka,UTM,8.3,2.9,1.9,1.2,1
Stephon Payne III,JAX,8.3,0.7,6.3,0.0,1
Andrew Morgan,NEB,8.3,1.0,4.3,0.1,1
Jordan Roberts,AMCC,8.3,1.3,1.0,1.2,1
Maximus Edwards,DUQ,8.3,1.1,3.6,1.1,1
Chas Stinson,STO,8.3,2.4,5.0,0.1,1
Chris High,CARU,8.3,1.3,4.8,1.5,1
Elhadji Thiam,FIT,8.3,0.8,6.3,0.0,1
Dashon Gittens,FIU,8.2,1.6,3.9,0.8,1
Josiah Harris,RAD,8.2,0.4,7.2,0.0,1
Rytis Petraitis,CAL,8.2,1.7,5.7,0.5,1
Jaeden Mustaf,GT,8.2,1.6,3.1,0.4,1
Modestas Kancleris,UIC,8.2,1.2,6.7,0.0,1
Brady Cummins,COLG,8.2,1.2,2.8,1.0,1
Toby Okani,WVU,8.2,1.4,4.1,0.6,1
Zachary Davis,SC,8.2,1.8,4.6,0.9,1
Kyle Layton,TNTC,8.2,1.8,2.3,1.9,1
Cobie Montgomery,USM,8.2,1.0,1.8,1.9,1
Bangot Dak,COLO,8.2,1.1,3.9,0.4,1
Cole McCormick,CARK,8.2,0.9,3.3,1.5,1
Lamar Oden Jr.,CHSO,8.2,0.9,4.4,1.8,1
Jakari Spence,JAX,8.2,3.8,4.0,0.2,1
Dji Bailey,LSU,8.2,2.3,4.3,0.6,1
Matteus Case,W&M,8.2,2.0,2.5,0.5,1
Jasper Floyd,UNT,8.2,3.8,2.7,0.6,1
Daemar Kelly,SFPA,8.2,1.7,3.3,1.1,1
Enoch Kalambay,WKU,8.2,1.5,4.1,0.8,1
Tobe Awaka,ARIZ,8.2,0.7,7.8,0.1,1
Elmore James,OHIO,8.2,0.9,2.6,1.3,1
Jaylen Carey,VAN,8.2,0.8,5.8,0.3,1
Lathan Sommerville,RUTG,8.2,0.6,4.1,0.0,1
Mahmoud Fofana,CSUN,8.2,1.1,5.1,0.0,1
Kevin Overton,TTU,8.2,1.0,3.8,1.1,1
Alec Millender,IUIN,8.2,3.7,1.8,1.7,1
R.J. Greene,WAG,8.1,1.3,4.9,0.0,1
Noah Ross,UNCW,8.1,1.5,5.1,0.4,1
Javonte Brown,URI,8.1,0.5,5.8,0.0,1
Kobe Johnson,UCLA,8.1,3.0,5.9,1.1,1
Collin O'Connor,STBK,8.1,3.2,2.6,0.7,1
Jordan Ross,SMC,8.1,2.6,3.0,0.7,1
Mekhi Conner,SHU,8.1,6.6,3.5,1.5,1
Brycen Goodine,OU,8.1,0.3,2.5,2.0,1
Christian Watson,USM,8.1,2.3,3.8,0.8,1
Wilson Dubinsky,SCST,8.1,1.2,2.8,1.8,1
Christopher Mantis,ME,8.1,1.1,2.9,2.1,1
Zine Eddine Bedri,COLU,8.1,2.2,5.4,0.3,1
Ben Michaels,BUF,8.1,1.0,4.0,0.8,1
Jaydon Young,VT,8.1,1.4,1.7,1.4,1
Lok Wur,GCU,8.1,0.8,3.8,1.1,1
Blake Lander,LIU,8.1,1.2,2.8,1.3,1
Simeon Wilcher,SJU,8.1,1.4,1.9,0.9,1
Preston Ruedinger,GB,8.0,3.1,3.7,1.2,1
Khaliq Abdul-Mateen,ETAM,8.0,1.5,2.5,1.8,1
Ace Valentine,UMBC,8.0,3.2,2.6,0.6,1
Braeden Speed,L-MD,8.0,2.5,3.3,0.7,1
Jason Nelson,YSU,8.0,2.7,2.3,0.9,1
EJ Neal,SAC,8.0,1.6,3.1,1.7,1
Denzel Aberdeen,FLA,8.0,1.6,1.7,1.0,1
Donte Bacchus,UNA,8.0,0.4,4.1,0.5,1
Taylor Bol Bowen,FSU,8.0,0.8,5.2,1.0,1
Anthony Scott,SOUTH,8.0,1.0,4.0,0.0,1
Elvin Edmonds IV,BUCK,8.0,2.2,3.1,1.1,1
Amahn Decker,MOR,8.0,2.0,5.0,0.0,1
Paul Antonis,LAVERNE,8.0,1.5,4.5,1.5,1
Josiah Frank,WLLMTT,8.0,2.0,1.0,1.0,1
Landon Wagoner,RANDO,8.0,2.0,4.0,2.0,1
Cole Perry,RANDO,8.0,3.0,2.0,2.0,1
Jathen Ross,XAVL,8.0,0.0,3.0,2.0,1
Charlie Hester,BRE,8.0,0.0,1.0,2.0,1
Zane Leitwein,HEI,8.0,1.0,4.0,2.0,1
Ifeanyi Okeke,MTTECH,8.0,4.0,7.0,0.0,1
Nathan Schwartze,WWD,8.0,1.0,2.0,0.0,1
Ethan Stith,KEAN,8.0,3.0,0.0,1.0,1
Nick High,MENLO,8.0,1.5,3.5,2.0,1
Brandon Chung,GALLAUDET,8.0,0.0,1.0,0.0,1
Skyy Clark,UCLA,8.0,2.8,2.9,1.3,1
Jaxon Kohler,MSU,8.0,1.3,7.6,0.5,1
Jackson Munro,DART,8.0,1.4,5.5,0.5,1
Joe McBride,HNB,8.0,0.0,3.0,0.0,1
Tyler Anderson,SUNYMAR,8.0,1.0,5.0,0.0,1
Milique Smith,MID,8.0,0.0,7.0,0.0,1
Norris Williams,PPN,8.0,0.0,5.0,0.0,1
Jason Jergens,CONCMI,8.0,0.0,1.0,2.0,1
Jamal Taylor,MID,8.0,1.0,1.0,0.0,1
Jonas Tester,SH,8.0,1.0,3.0,0.0,1
Ben Humrichous,ILL,8.0,0.9,3.8,1.9,1
Aydan Janssan,JES,8.0,3.0,7.0,0.0,1
Griffin Neville,PIEDM,8.0,1.5,7.0,1.0,1
Redford Dunton,MO,8.0,3.3,2.3,0.7,1
Telryn Villa,HWHILO,8.0,0.0,3.0,0.0,1
CJ Barnes,COLOR,8.0,0.5,4.0,0.0,1
Soren Dalan,WLL,8.0,0.5,7.5,1.0,1
Aquil Stewart,GWY,8.0,0.0,1.0,2.0,1
Chaz Cullum,COL,8.0,0.0,3.0,0.0,1
Denelle Holly,ROS,8.0,1.0,4.0,0.0,1
Amauri Young,TNWESL,8.0,3.0,4.0,0.0,1
Dior Conners,APP,8.0,1.0,1.8,2.1,1
Devin Dowell,LAG,8.0,1.5,3.5,0.0,1
Jalen Brown,DEF,8.0,1.8,2.3,1.5,1
Kobe Jones,MO,8.0,0.0,4.0,0.3,1
Justin Burden,NORTH,8.0,0.0,4.5,2.0,1
Ty Briscoe,MSCO,8.0,2.3,0.7,0.7,1
Will Bronson,TRINTX,8.0,1.5,4.0,0.0,1
Silas Bennion,JAM,8.0,1.0,1.0,0.0,1
Isaiah Victor,UNI,8.0,0.0,1.0,2.0,1
Kyrie Thomas,NMH,8.0,0.0,3.0,2.0,1
Dave Dalge,YOR,8.0,0.0,2.0,1.0,1
Julian Roberts,HWHILO,8.0,2.0,6.0,0.0,1
Caleb Schmelzer,OC,8.0,2.0,5.0,0.0,1
Landon Brewer,OC,8.0,2.0,7.0,1.0,1
Nick Donnelly,TEXAS,8.0,1.0,1.0,1.0,1
George Kalatzis,SH,8.0,1.0,2.0,1.0,1
Cameron Windt,PRAT,8.0,3.0,0.0,2.0,1
Caleb Gatewood,FRA,8.0,0.0,4.0,0.0,1
Ra Briggs,CMPBVIL,8.0,0.0,4.0,2.0,1
Gavin Hall,CROWL,8.0,2.0,1.0,0.0,1
Trace Evans,SEAPAC,8.0,2.0,2.0,0.0,1
Anthony Montoya,LA SI,8.0,2.6,1.4,2.0,1
Nabhi Abbushi Jr.,GALLAUDET,8.0,1.0,3.0,1.0,1
Malachi Rhodes,AUBMONT,8.0,0.0,5.0,0.0,1
Chappelle Whitney,AUBMONT,8.0,0.0,5.0,1.0,1
Raheem Brizendine,SOWESL,8.0,0.0,0.0,0.0,1
Rj Bell,SOWESL,8.0,1.0,3.0,1.0,1
Ja'Kobe Williams,EDW,8.0,2.0,4.0,0.0,1
Brennon Celious,VER,8.0,0.0,0.0,1.0,1
Mohamed Conde,VER,8.0,0.0,6.0,2.0,1
Avi Halpert,HAWAIIPAC,8.0,4.0,3.0,1.0,1
Braylen Salters,PB,8.0,1.0,2.0,1.0,1
Mason Lavergne,MERCHMAR,8.0,2.0,0.0,0.0,1
Christian Ballah,LINCOLNCA,8.0,1.0,3.7,0.0,1
Iv Pettit,CHE,8.0,1.0,1.0,0.0,1
Jalen Watson,HARRI,8.0,1.0,4.0,0.0,1
Aj Vaught,CLSC,8.0,0.0,1.0,1.0,1
Nhine Wills,MID,8.0,1.0,9.0,0.0,1
Lamont Jones,WEST,8.0,0.0,4.0,2.0,1
Charles Neverdon,TNWESL,8.0,0.0,3.0,2.0,1
Bj Comer,MOBIL,8.0,2.0,6.0,2.0,1
Marco Beverly,AND,8.0,1.0,4.0,1.0,1
Liam Mcbride,BOW,8.0,0.0,7.0,2.0,1
Jermontae Hill,MOR,8.0,5.0,7.0,2.0,1
Jayden Rowe-Perry,WASHADV,8.0,0.0,6.0,1.0,1
CJ Noland,UNM,8.0,1.2,2.5,1.0,1
Christian Wright,UL,8.0,2.2,1.7,0.9,1
Elijah Ormiston,USA,8.0,0.9,2.8,0.6,1
Daimion Collins,LSU,8.0,0.5,4.3,0.2,1
Keanu Dawes,UTAH,8.0,1.0,6.3,0.4,1
Johnathan Massie,UNT,8.0,1.0,4.8,0.6,1
Emil Skytta,SAC,8.0,2.7,3.3,0.6,1
Johnny O'Neil,SCU,7.9,1.4,5.6,1.6,1
Kevin Kalu,UTEP,7.9,0.3,5.7,0.0,1
Kalifa Sakho,SHSU,7.9,0.5,6.3,0.0,1
Alem Huseinovic,RICE,7.9,1.0,1.9,1.9,1
David Early,RAD,7.9,1.5,1.4,0.7,1
Lazar Djokovic,COFC,7.9,0.7,6.3,0.1,1
Pharrell Boyogueno,GWEB,7.9,0.8,4.3,1.3,1
Hassan Diarra,CONN,7.9,5.8,3.5,0.7,1
Kobe Elvis,OU,7.9,2.9,1.8,1.5,1
Sadaidriene Hall,SJSU,7.9,1.8,5.1,0.6,1
Ahmed Barba-Bey,FDU,7.9,1.6,3.6,1.4,1
Delrecco Gillespie,KENT,7.9,0.5,7.7,0.1,1
Legend Geeter,DETM,7.9,1.3,4.1,0.6,1
Khali Horton,COPP,7.9,0.8,2.4,1.3,1
Jeremy Lorenz,WOF,7.9,1.7,3.8,0.6,1
Carlton Linguard Jr.,SF,7.9,1.2,4.2,1.2,1
Jackson Fields,TROY,7.9,0.6,4.7,0.6,1
Malachi Brown,GAST,7.9,3.4,3.6,1.2,1
Cornelius Robinson III,MONM,7.9,0.9,5.7,0.0,1
Riley Allenspach,SAM,7.9,0.7,3.1,0.3,1
Braxton Bayless,WKU,7.9,2.1,3.2,0.7,1
Matija Zuzic,UTM,7.9,0.6,2.8,1.8,1
Louis Lesmond,HARV,7.9,1.5,3.1,1.3,1
Jahmere Tripp,FOR,7.9,1.7,3.9,0.7,1
Ryan Rapp,HAW,7.9,1.4,4.1,1.0,1
Ja'Sean Glover,OMA,7.9,1.8,2.8,0.9,1
Marcell McCreary,UNCO,7.9,1.2,3.5,1.3,1
Romeo Myrthil,DART,7.9,1.9,5.4,1.0,1
Kvonn Cramer,BRY,7.8,0.6,4.5,0.2,1
Justin McBride,NEV,7.8,0.6,4.2,0.4,1
Karter Knox,ARK,7.8,1.1,3.2,0.9,1
Brody Peebles,BEL,7.8,0.9,0.8,1.3,1
Prince Aligbe,HALL,7.8,0.6,3.6,0.1,1
CJ Fulton,COFC,7.8,6.5,4.1,1.5,1
Cam Gregory,CAM,7.8,2.0,2.6,0.6,1
Josh Holloway,SAM,7.8,2.7,2.7,0.6,1
Kenny Hunter,TXSO,7.8,0.5,5.4,0.0,1
Andre Screen,BUT,7.8,1.0,5.9,0.0,1
Henry Coleman III,TA&M,7.8,0.5,5.6,0.0,1
Jordan Crawford,EKU,7.8,0.6,1.8,1.6,1
DeSean Goode,IUIN,7.8,1.1,6.0,0.6,1
Noel Camejo,LA SI,7.8,1.8,2.4,1.0,1
Veljko Ilic,L-MD,7.8,1.1,5.0,0.0,1
Dontaie Allen,WYO,7.8,1.0,3.3,1.3,1
Tyler Patterson,MTST,7.8,0.4,1.4,2.1,1
DJ Campbell,CAL,7.8,1.6,2.5,0.7,1
Anquan Boldin Jr.,BUF,7.8,1.1,3.2,0.4,1
Cameron Glover,CIT,7.8,1.3,1.7,1.3,1
Trevor Hennig,WEB,7.8,1.1,2.1,0.7,1
Shane Dezonie,TEM,7.8,1.6,5.0,0.6,1
Collin Moore,GCU,7.8,2.1,3.4,1.0,1
Eloy Medina,NNMC,7.8,0.0,1.0,1.8,1
Brian Amuneke,FRES,7.7,0.4,2.6,1.2,1
Jacobi Wright,SC,7.7,2.3,2.2,0.9,1
Derrian Ford,ARST,7.7,0.7,3.3,1.2,1
Jaden Schutt,VT,7.7,1.5,2.8,1.8,1
Jeremy Clayville,SFPA,7.7,1.6,1.4,1.9,1
Isaac Parson,NCCU,7.7,4.2,1.9,0.5,1
Tony Toney,UAB,7.7,1.9,3.5,1.4,1
Antwone Woolfolk,M-OH,7.7,1.2,5.4,0.1,1
Xavier DuSell,NEV,7.7,0.7,1.6,2.0,1
Coen Carr,MSU,7.7,0.5,3.4,0.1,1
Amani Lyles,AKR,7.7,1.5,5.3,0.6,1
Kobe Young,CSUF,7.7,0.8,5.8,0.5,1
MJ Collins Jr.,VAN,7.7,0.5,2.4,0.9,1
Jacquez Anderson,TRB,7.7,0.0,1.7,1.7,1
Deyton Albury,USU,7.7,1.7,2.4,0.4,1
Kalil Camara,BCU,7.7,1.0,4.0,1.3,1
Samson Aletan,YALE,7.7,0.8,3.8,0.0,1
Demetrius Lilley,LAS,7.7,0.5,5.8,1.0,1
Isaiah Evans,DUKE,7.6,0.6,1.2,2.0,1
Arne Osojnik,EMU,7.6,0.9,3.6,1.3,1
Chrishawn Christmas,SFA,7.6,1.3,5.6,0.4,1
Michael Graham,HOF,7.6,0.3,8.2,0.0,1
Cli'Ron Hornbeak,KENT,7.6,0.4,5.9,0.0,1
Elijah Malone,COLO,7.6,1.0,3.0,0.1,1
Robert Vaihola,SJSU,7.6,2.0,7.5,0.0,1
Austin Johnson,LBSU,7.6,1.0,5.5,0.0,1
Daniel Johnson,HAMP,7.6,0.9,3.0,0.8,1
Jackson McAndrew,CREI,7.6,0.4,4.5,1.8,1
Jayden Williams,DART,7.6,0.7,3.0,1.4,1
Ernest Ross,GRAM,7.6,0.6,3.7,0.4,1
Quentin Bolton,UAPB,7.6,0.3,3.9,1.3,1
Clifford Omoruyi,ALA,7.6,0.8,6.6,0.0,1
Chandler Baker,COLG,7.6,1.0,1.8,1.5,1
Love Bettis,NWST,7.6,2.1,1.2,0.8,1
Moulaye Sissoko,UNT,7.6,0.6,6.4,0.0,1
Marcus Foster,XAV,7.6,2.0,4.8,1.3,1
Sharron Young,AKR,7.6,1.7,1.9,1.3,1
Kanon Catchings,BYU,7.6,0.7,2.3,1.5,1
Tre-Vaughn Minott,PRST,7.6,0.4,7.6,0.0,1
Dawson Baker,BYU,7.6,1.3,1.9,1.2,1
Flash Burton,RID,7.6,2.2,2.3,0.4,1
Jalen Hampton,MOST,7.6,0.6,6.0,0.2,1
Garrett Hien,FUR,7.6,2.4,4.6,0.8,1
Paul Jones III,WIN,7.6,0.5,3.0,1.6,1
Christian May,TOW,7.6,0.9,4.3,1.2,1
Louie Jordan,UMBC,7.5,0.9,3.9,1.9,1
Shane Blakeney,DREX,7.5,1.6,3.6,1.1,1
Nasir Muhammad,NIU,7.5,1.8,2.7,1.5,1
Tylen Riley,CBU,7.5,2.0,2.6,0.6,1
Jacob Dar,RICE,7.5,0.5,3.7,1.2,1
Keaton Norris,WRST,7.5,4.3,2.9,1.5,1
Jamahri Harvey,PRES,7.5,0.8,2.2,1.6,1
