Player,Team,PPG,APG,RPG,3PM,Games
Bryson Jenkins,COL,2.0,0.0,1.0,0.0,1
Isaiah Wilson,WIN,2.0,2.0,0.8,0.2,1
Omar Rowe,MOR,2.0,0.0,0.0,0.0,1
Jovon Rosse,WEBBINT,2.0,1.0,0.0,0.0,1
Jeremiah Jenkins,BRWN,2.0,1.9,2.0,0.2,1
Isaiah Manning,TCU,2.0,0.3,0.8,0.4,1
Timothy Reilly,SPRHILL,2.0,1.0,4.0,0.0,1
Braxton Barry,TRINTX,2.0,0.5,4.5,0.0,1
Jaiden Wright,DKST,2.0,0.0,1.0,0.0,1
Jake Daniel,DKST,2.0,1.0,3.0,0.0,1
Jace Spinelli,TRB,2.0,0.3,1.3,0.0,1
Joshua Rook,LAVERNE,2.0,1.0,3.0,0.0,1
Omari DeVeaux,VAWESL,2.0,0.0,3.0,0.0,1
Carson Evans,BRE,2.0,0.0,0.0,0.0,1
Cael Amos,DUB,2.0,1.0,0.0,0.0,1
Myles Leavy,DUB,2.0,0.0,0.0,0.0,1
Keegan Zimmerman,DUB,2.0,2.0,2.0,0.0,1
Edgar Romero,COLC,2.0,0.0,0.0,0.0,1
Michael Conard,HASKELL,2.0,2.0,4.0,0.0,1
Jordan Golden,WEBBINT,2.0,1.0,5.0,0.0,1
Donaval Avila,WUH,2.0,0.0,0.0,0.0,1
Konnor DeJean,LACOLLEGE,2.0,1.0,1.0,0.0,1
Daniel Smith,BOY,2.0,1.0,4.0,0.0,1
Mason Canfield,CONCMI,2.0,1.0,0.0,0.0,1
Noah Miller,WAL,2.0,2.0,5.0,0.0,1
Brock Luechtefeld,SW,2.0,1.0,7.0,0.0,1
Matthew Phillips,SUNY,2.0,1.0,3.0,0.0,1
Clayton Winter,ASBUR,2.0,1.0,11.0,0.0,1
Hunter Wilkerson,CROWL,2.0,0.0,1.0,0.0,1
Daniel Fulp,PFEIF,2.0,1.5,1.5,0.0,1
Sadiku Ibine Ayo,SJU,2.0,0.2,1.3,0.4,1
Matt Doyle,NVERLYND,2.0,0.0,2.0,0.0,1
Tyson Robinson,LIN,2.0,1.0,1.0,0.0,1
Braden Burman,SRLW,2.0,0.0,0.0,0.0,1
Derek Hickman,SRLW,2.0,0.0,1.0,0.0,1
Savion Brown,NGR,2.0,2.0,4.0,0.0,1
Quentin Woodson,MIDACU,2.0,0.0,3.0,0.0,1
Parker Gonzalez,LAG,2.0,0.0,2.5,0.0,1
Khai Seargeant,VAWESL,2.0,2.0,1.0,0.0,1
Amari Moorer,VAWESL,2.0,2.0,1.0,0.0,1
John Ibukunoluwa,WEST,2.0,0.0,1.0,0.0,1
Amadou Kouyate,SUNYMAR,2.0,2.0,0.0,0.0,1
Josh Lazzarino,CROWL,2.0,0.0,0.0,0.0,1
Jared Sullivan,ROS,2.0,0.0,2.0,0.0,1
Shane Nealis,MID,2.0,0.0,1.0,0.0,1
Alex Rasnick,ALICE,2.0,0.0,1.0,0.0,1
Keshawn Evans,VOORH,2.0,0.0,7.0,0.0,1
Delano Knox,SUNO,2.0,0.5,1.5,0.0,1
Tyler Harts,SUNO,2.0,1.5,2.5,0.0,1
Jalen Snead,GWY,2.0,2.0,3.0,0.0,1
Charleston Ponds,DVE,2.0,0.0,3.0,0.0,1
Jack Janicki,WISC,2.0,0.9,1.4,0.4,1
Marvin Musiime-Kamali,AKR,2.0,0.4,2.6,0.0,1
Elijah Jones,COFC,2.0,0.4,2.7,0.0,1
Ubong Okon,ALST,2.0,0.2,3.8,0.0,1
Gavin Carter,COLC,2.0,2.0,2.0,0.0,1
Donovan Cooks,SFSU,2.0,0.0,1.0,0.0,1
Cordell Livingston,KYSTATE,2.0,2.0,0.0,0.0,1
Morgan Brewer,KYSTATE,2.0,0.0,5.0,0.0,1
Jeremiah Camara,CCGA,2.0,0.0,1.0,0.0,1
Kyree Ellis,FER,2.0,0.0,4.0,0.0,1
Arturo Overton,PIEDM,2.0,2.0,0.5,0.0,1
Alvin Kimanga,SOUTH,2.0,0.5,2.0,0.0,1
Khari Person,OAKWO,2.0,1.0,1.5,0.0,1
Leo Gerardo,NNMC,2.0,0.3,1.3,0.0,1
CK Egbo,STTOMTX,2.0,0.0,0.0,0.0,1
Andrew Kim,SRLW,2.0,1.0,0.0,0.0,1
Noah Elovitz-Fields,SRLW,2.0,2.0,2.0,0.0,1
Zyrin Brantley,SUL,2.0,0.0,0.0,0.0,1
Ezekiel Edwards,FISHE,2.0,0.0,6.0,0.0,1
Connor Michaud,MTTECH,2.0,0.0,0.0,0.0,1
Larry Mitchell,ERSKINE,2.0,0.0,3.0,0.0,1
Ja'Merl Brockington,MO,2.0,0.7,0.3,0.0,1
Ikareem Lamar,TRINI,2.0,0.0,3.0,0.0,1
Alonzo Johnson,VOORH,2.0,1.0,1.0,0.0,1
Shir Moraidi,SFIL,2.0,0.0,2.5,0.5,1
Ben Faatz,SFIL,2.0,1.5,1.5,0.0,1
Russell Nyoo,HNB,2.0,0.0,0.0,0.0,1
Caleb Schroeder,EOR,2.0,0.0,1.0,0.0,1
Omarion Layssard,LACOLLEGE,2.0,0.0,6.0,0.0,1
Sam Wren,LACOLLEGE,2.0,0.0,3.0,0.0,1
Sloan Ireland,OCCID,2.0,0.0,2.5,0.0,1
Blake Logsdon,EUR,2.0,0.3,1.0,0.3,1
Caleb Moore,WLLMTT,2.0,3.0,3.0,0.0,1
DJ Leaks,YOR,2.0,0.0,2.0,0.0,1
Andrew Bennett,YOR,2.0,1.0,1.0,0.0,1
Dylan Holston,YOR,2.0,0.0,4.0,0.0,1
Caleb Wilson,SOUTH,2.0,0.0,1.0,0.0,1
Kevin Boone,SOUTH,2.0,0.0,2.0,0.0,1
Noah Gordon,CMPBVIL,2.0,2.0,2.0,0.0,1
Des Billingsley,JHSN,2.0,1.0,1.0,0.0,1
Andrew Prestwood,MID,2.0,1.0,1.0,0.0,1
Travon Mack,GWY,2.0,0.0,2.0,0.0,1
Sahih Smith,CENTR,2.0,0.0,1.0,0.0,1
Jeremiah Kwarteng,EDW,2.0,0.0,2.0,0.0,1
Sean Peterson,COL,2.0,1.0,3.0,0.0,1
Rolontae Knowles,SPRHILL,2.0,1.0,0.0,0.0,1
Dwight Reed,BETHTN,2.0,0.0,1.0,0.0,1
Kam Kaniper,TABOR,2.0,3.0,1.0,0.0,1
Jackson Owens,TUS,2.0,1.0,2.0,0.0,1
Kris Jones,TL,2.0,0.0,0.5,0.5,1
Gianni Ungaro,THOMA,2.0,1.0,2.0,0.0,1
Tyler Levins,ROS,2.0,0.0,0.0,0.0,1
Brent Wiles,SH,2.0,1.0,3.0,0.0,1
Aidan Wright,SH,2.0,0.0,1.0,0.0,1
Jackson Bartley,MDEV,2.0,0.0,0.0,0.0,1
Stratton Lovvorn,TNWESL,2.0,0.0,4.0,0.0,1
Shilo Bivins,MARYWOOD,2.0,4.0,5.0,0.0,1
Zein Wahdan,MERCY,2.0,0.0,4.0,0.0,1
Jonathan Foust,LYNCHBURG,2.0,0.0,7.0,0.0,1
John Henderson,LYNCHBURG,2.0,0.0,2.0,0.0,1
Michael Gray,LYNCHBURG,2.0,0.0,4.0,0.0,1
Berk Can Akin,UCI,2.0,0.4,1.3,0.3,1
Victor Payne,SFPA,2.0,0.4,1.4,0.2,1
Willie Reece,IUC,2.0,0.0,1.0,0.0,1
Jack Fischvogt,IUC,2.0,0.0,0.0,0.0,1
Courtland Walker,LAG,2.0,1.0,1.0,0.0,1
Amari Jones,GEO,2.0,0.0,2.5,0.0,1
Kevin New Jr.,WCMD,2.0,0.5,0.5,0.0,1
Noah Perry,MARYWOOD,2.0,1.0,3.0,0.0,1
Dj Benbow,NORTH,2.0,0.5,0.5,0.5,1
Markquan Gilbert,NORTH,2.0,0.0,1.0,0.0,1
Jamarcus Brown,LYNCHBURG,2.0,1.0,2.0,0.0,1
Christian Hathorn,NVERLYND,2.0,1.0,0.0,0.0,1
Victor Kukta Reyes,NVERLYND,2.0,2.0,1.0,0.0,1
Zatai Townsend,DVE,2.0,0.0,1.0,0.0,1
Ron Haas,DVE,2.0,0.0,1.0,0.0,1
Marque Wilkerson,MIDACU,2.0,1.0,3.0,0.0,1
Trent Medearis,TRINTX,2.0,1.0,2.5,0.0,1
Bryce Journee,LSUA,2.0,0.0,0.0,0.0,1
Brayden Thompson,LSUA,2.0,1.0,6.0,0.0,1
Nicholas Kaigler,LSUA,2.0,0.0,0.0,0.0,1
Joshua Thompson,FISK,2.0,0.0,1.0,0.0,1
Cole Glasgow,JAM,2.0,1.0,0.0,0.0,1
Carson Woodford,JAM,2.0,0.0,2.0,0.0,1
Ayden Stainbrook,JAM,2.0,0.0,1.0,0.0,1
Hunter Lyman,JAM,2.0,1.0,5.0,0.0,1
David Starr,BETHTN,2.0,0.0,2.0,0.0,1
Lee Verslues,WMN,2.0,0.5,2.0,0.0,1
Jackson Bernardo,CHA,2.0,0.0,1.0,0.0,1
Adam Damian,CHA,2.0,1.0,1.0,0.0,1
Joe Keegan,CHA,2.0,0.0,2.0,0.0,1
Kameron Hedge,SUL,2.0,0.0,3.0,0.0,1
Chris Dixon,YOR,2.0,0.0,0.0,0.0,1
Kyane Taylor,YOR,2.0,0.0,5.0,0.0,1
Terrence Parker,YOR,2.0,1.0,2.0,0.0,1
Caden Flowers,SFSU,2.0,4.0,0.0,0.0,1
Nick Kennedy,DUB,2.0,0.0,0.0,0.0,1
Joey Coppola IV,DUB,2.0,1.0,5.0,0.0,1
Josh Senica,DUB,2.0,0.0,2.0,0.0,1
Katsuya Sasaki,MEFK,2.0,1.0,1.0,0.0,1
Noah Pence,OC,2.0,0.0,1.0,0.0,1
Luke Bee,BOY,2.0,1.0,0.0,0.0,1
Donovan Pruitt,EARLHAM,2.0,1.0,0.0,0.0,1
Makaden Bodie,EARLHAM,2.0,0.0,0.0,0.0,1
Derrek Atkinson,EARLHAM,2.0,0.0,0.0,0.0,1
Elijah Zahm,EARLHAM,2.0,0.0,1.0,0.0,1
Christian Rogers,SUNO,2.0,1.0,1.0,0.5,1
Tyler Bond,SUNY,2.0,2.0,1.0,0.0,1
Caden Mckenzie,TEXAS,2.0,0.0,0.0,0.0,1
Dylan Mcdougal,WAYLAND,2.0,1.0,2.0,0.0,1
Jerry Boston,EVERG,2.0,0.0,4.0,0.0,1
Zach Jefferson,EVERG,2.0,0.0,1.0,0.0,1
Tj Fischhaber,SH,2.0,1.0,2.0,0.0,1
Ibraheem Morsy,SW,2.0,0.0,0.0,0.0,1
Aiden Raccuglia,SW,2.0,1.0,1.0,0.0,1
D'Andre Jefferson,CCGA,2.0,0.0,3.0,0.0,1
Ben Hamina,CONCMI,2.0,0.0,0.0,0.0,1
Jack Olis,CONCMI,2.0,0.0,5.0,0.0,1
Hunter Yeakey,CONCMI,2.0,0.0,3.0,0.0,1
Thomas Graetz,PRAT,2.0,1.0,2.0,0.0,1
Seth Bratcher,PRAT,2.0,1.0,1.0,0.0,1
Justin Caver,PRAT,2.0,0.0,3.0,0.0,1
Efe Tuydes,PRAT,2.0,0.0,1.0,0.0,1
Justin Johnson,BLU,2.0,1.0,4.0,0.0,1
Noah Ogoli,XAVL,2.0,0.0,2.0,0.0,1
Christopher Landers,DILLARD,2.0,0.0,1.5,0.0,1
Joshua Barthelemy,VTSJ,2.0,0.0,2.0,0.0,1
Anton Webb,TAY,2.0,0.0,2.0,0.0,1
John Mclimore,TAY,2.0,0.0,0.0,0.0,1
Bradyn Palmer,DKST,2.0,1.0,2.0,0.0,1
Britton Cranston,DKST,2.0,2.0,4.0,0.0,1
Weston Zacher,DKST,2.0,1.0,4.0,0.0,1
Saeer Miller,FRA,2.0,0.0,2.0,0.0,1
Thomas Prendergast,FRA,2.0,1.0,1.0,0.0,1
Michael Myrie,FRA,2.0,1.0,0.0,0.0,1
Demariontay Hall,FRA,2.0,2.0,0.0,0.0,1
Hugo Maury,CARU,2.0,1.3,1.8,0.0,1
Camryn Reyes,MERCY,2.0,0.0,0.0,0.0,1
Lincoln Cantrall,COLOR,2.0,0.0,0.0,0.5,1
Jayson Demcher,COLOR,2.0,1.0,0.5,0.0,1
Tristan Lewis,TXPBAS,2.0,1.0,0.0,0.0,1
Rj Veliz,CORB,2.0,2.0,3.0,0.0,1
Ty Best,WORE,2.0,0.0,0.0,0.0,1
Guillermo Gasset Ruiz,EMER,2.0,0.5,4.0,0.0,1
Linus Helmhold,EMER,2.0,0.0,3.5,0.0,1
Preston Kent,TRMC,2.0,0.0,1.5,0.0,1
Caleb Wade,CROWL,2.0,0.0,3.0,0.0,1
Arthur Johnson IV,CROWL,2.0,0.0,2.0,0.0,1
Boston Painter,WUH,2.0,0.0,4.0,0.0,1
Jacob Keys,TXCL,2.0,0.0,1.0,0.0,1
Ikem Oraeki,TXCL,2.0,0.0,2.0,0.0,1
Reid Weckwerth,SMMN,2.0,2.0,1.0,0.0,1
Steven Key II,CSO,2.0,0.5,3.0,0.0,1
Savion Marshall-Hamilton,CSO,2.0,0.0,2.0,0.0,1
Taurice Grant,HASKELL,2.0,0.0,2.0,0.0,1
Damian White,HASKELL,2.0,0.0,3.0,0.0,1
Khohanon Atazhoon,HASKELL,2.0,0.0,1.0,0.0,1
Jamarious Martin,AUBMONT,2.0,1.0,1.0,0.0,1
Max Ndiaye,AUBMONT,2.0,0.0,1.0,0.0,1
Tommy Daly,MITC,2.0,0.0,0.0,0.0,1
Walker Baillargeon,MITC,2.0,0.0,1.0,0.0,1
Justin Radford,MITC,2.0,1.0,1.0,0.0,1
Wilton Causey,MITC,2.0,2.0,7.0,0.0,1
Givel Nunez,VER,2.0,1.0,2.0,0.0,1
Tommy Nguyen,VER,2.0,1.0,0.0,0.0,1
Chase Dumas,KYSTATE,2.0,0.0,1.0,0.0,1
Kris Farrell,STA,2.0,0.7,0.3,0.7,1
Brandon Moore,ROS,2.0,0.0,3.0,0.0,1
Marko Malekinusic,FIT,2.0,0.2,0.4,0.6,1
Jesse Tricario,SUNYMAR,2.0,0.0,0.0,0.0,1
Jediah Chavarin-Rivens,TL,2.0,0.0,0.5,0.0,1
Varun Danak,DALTO,2.0,1.0,6.0,0.0,1
Zyon Little,TXA,2.0,0.0,2.0,0.0,1
David Oriaku,TXA,2.0,0.0,0.0,0.0,1
Jalen Chambers,AVE,2.0,0.0,3.0,0.0,1
Zach Skogen,AVE,2.0,2.0,2.0,0.0,1
Dorien Little,JUD,2.0,1.0,2.0,0.0,1
Will Osborne,JUD,2.0,0.0,0.0,0.0,1
Isaiah Perry,JUD,2.0,1.0,9.0,0.0,1
Sam Ellis,JUD,2.0,0.0,5.0,0.0,1
Bersy Moundzieho,CENTR,2.0,0.5,0.5,0.0,1
Keon Blanding-Dockens,CENTR,2.0,0.5,0.5,0.0,1
Jules Bikoy,PNW,2.0,1.0,2.0,0.0,1
Jailen Nelson,PNW,2.0,4.0,2.0,0.0,1
Kenneth Ross,EAS,2.0,0.3,1.3,0.5,1
Keshon Kittrell,PB,2.0,0.0,1.0,0.0,1
Nasier Starks,PB,2.0,1.0,0.0,0.0,1
Coby Farley,PB,2.0,2.0,2.0,0.0,1
Chris Martin,PB,2.0,0.0,0.0,0.0,1
Blake Krznaric,PB,2.0,1.0,2.0,0.0,1
Xavion Boone,PB,2.0,0.0,2.0,0.0,1
Zach Walker,PEN,2.0,0.0,1.5,0.0,1
Devin Alston,PEN,2.0,0.0,3.5,0.0,1
Elie	 Mondelus,YKNY,2.0,0.0,1.0,0.0,1
Malakai Clark,YKNY,2.0,0.0,1.0,0.0,1
Demitrius Gould,YKNY,2.0,2.0,2.0,0.0,1
Leonardo Chavez,YKNY,2.0,0.0,1.0,0.0,1
Sam Battle,TRINI,2.0,0.0,0.0,0.0,1
Matthew Quinones,LEH,2.0,1.0,1.0,0.0,1
Jaylen King,LEH,2.0,2.0,3.0,0.0,1
Francisco Demers,LEH,2.0,0.0,1.0,0.0,1
Brandon Marks,LEH,2.0,0.0,4.0,0.0,1
Talsen Smith,MERCHMAR,2.0,0.0,0.0,0.0,1
Michael Washington,LINCOLNCA,2.0,2.7,2.7,0.0,1
Jeff Williamson,CAIRN,2.0,0.0,2.5,0.0,1
Marshall Baker,CHE,2.0,0.0,2.0,0.0,1
Zaki Alston,CHE,2.0,0.0,1.0,0.0,1
Omari Salvi,CHE,2.0,0.0,3.0,0.0,1
Ty Lampley,HARRI,2.0,2.0,7.0,0.0,1
Brady Jones,COLOCS,2.0,1.0,2.0,0.0,1
Mac Washington,CLSC,2.0,0.0,1.0,0.0,1
Kai Burridge,LZX,2.0,1.0,2.0,0.0,1
Aamir Terry,BRYN,2.0,0.0,0.0,0.0,1
Kade Ramer,HARDSIM,2.0,0.0,1.0,0.0,1
Jt Fenz,WLL,2.0,0.0,1.0,0.0,1
Luke Martinez,STTOMTX,2.0,1.0,1.0,0.0,1
Reshaun Hampton,TNWESL,2.0,0.0,2.0,0.0,1
Mikey West,LIN,2.0,2.0,2.0,0.0,1
Cj Ward,SCHRE,2.0,0.0,0.5,0.0,1
Noah Drenth,SCHRE,2.0,0.0,2.5,0.0,1
John Jenkins,CHADRONST,2.0,1.0,3.0,0.0,1
Amir Powell,PEN,2.0,0.0,0.0,0.0,1
Zyeir Olasewere,PSSC,2.0,1.0,4.0,0.0,1
Amir Benelbasry,WEBBINT,2.0,0.0,2.0,0.0,1
Zachary O'Callaghan,WEBBINT,2.0,2.0,1.0,0.0,1
Montrell Bell,WEBBINT,2.0,1.0,1.0,0.0,1
Malcolm Velmar,VAWESL,2.0,0.0,0.0,0.0,1
Dk Moore,VAWESL,2.0,0.0,0.0,0.0,1
Steven Masini,SOUTH,2.0,0.0,1.0,0.0,1
John Measho,SOUTH,2.0,1.0,3.0,0.0,1
Kevin Taylor,WWD,2.0,3.0,8.0,0.0,1
Nick Graves,WAL,2.0,0.0,2.0,0.0,1
Eric Wright Jr.,FTVALLEY,2.0,0.0,1.0,0.0,1
Logan Lapierre Caiss,COL,2.0,1.0,2.0,0.0,1
Jaiden Dunn,KEAN,2.0,0.0,0.0,0.0,1
Daniel McCollum,MDEV,2.0,0.0,2.0,0.0,1
Omari Hinds,MDEV,2.0,0.0,3.0,0.0,1
Ryan Panagakos,MDEV,2.0,2.0,0.0,0.0,1
Alex Halpern,BOW,2.0,1.0,3.0,0.0,1
Chris Simonds,BOW,2.0,0.0,1.0,0.0,1
Jalen Anderson,WASHADV,2.0,3.0,1.0,0.0,1
Jaylin Mcneil,WASHADV,2.0,0.0,7.0,0.0,1
Jay Young,MD,2.0,0.8,1.3,0.4,1
Devin Vanterpool,FAU,2.0,0.5,1.1,0.2,1
Ebenezer Dowuona,JMU,2.0,0.2,2.3,0.0,1
Julian Scott,COLG,2.0,1.0,2.4,0.0,1
Rokas Jocius,UCF,2.0,0.3,1.6,0.1,1
Triston Wennersten,NJIT,2.0,0.0,0.8,0.5,1
Josh Ijeh,KC,1.9,0.3,1.8,0.0,1
Grant Randall,QUIN,1.9,0.2,1.9,0.2,1
Deangelo Elisee,PFW,1.9,0.1,2.0,0.1,1
Leeroy Odiahi,WKU,1.9,0.2,2.7,0.0,1
Yoro Diallo,WIN,1.9,0.4,1.6,0.0,1
Eze Wali,CIT,1.9,0.9,1.0,0.3,1
Tai Hamilton,WIN,1.9,0.1,2.5,0.0,1
JaVar Daniel,APSU,1.9,0.3,2.1,0.0,1
David Hermes,UTSA,1.9,0.4,1.8,0.1,1
Anthony Nimani,COR,1.9,0.4,0.8,0.3,1
Tre Norman,MARQ,1.9,0.5,1.5,0.2,1
Raleigh Burgess,PUR,1.9,0.2,1.3,0.2,1
Logan Imes,ND,1.9,0.6,1.0,0.2,1
Robby Beasley,SF,1.9,0.5,1.0,0.2,1
Ariel Bland,UCSB,1.9,0.4,1.7,0.0,1
Andre Young,RID,1.8,0.8,0.7,0.2,1
Tristen Guillouette,FGCU,1.8,0.1,1.7,0.0,1
Christian Kirkland,YSU,1.8,0.1,1.9,0.0,1
Justin Taylor,JMU,1.8,0.6,1.7,0.0,1
Miles Mitchell,DETM,1.8,0.3,3.2,0.0,1
Emeka Nnaji,GRAM,1.8,0.2,1.1,0.0,1
Miles Jones,UNCG,1.8,1.5,3.5,0.3,1
Aric Demings,MONM,1.8,0.7,0.9,0.2,1
Declan Cutler,WEB,1.8,0.3,2.1,0.0,1
Mozae Downing-Rivers,MOST,1.8,1.9,1.0,0.1,1
RJ Keene II,BOIS,1.8,1.5,4.6,0.2,1
Cameron Piggee,NJIT,1.8,0.5,0.9,0.4,1
Delaney Heard,KENN,1.8,0.8,0.9,0.3,1
Gus Yalden,HALL,1.8,0.3,1.5,0.0,1
Malik Ferguson,GAST,1.8,0.9,1.1,0.2,1
Nate Deer,TXST,1.8,0.1,1.6,0.0,1
Jordan Butler,SC,1.8,0.2,0.9,0.4,1
Brodie Clark,ST. A,1.8,0.3,0.3,0.3,1
Jordyn Jury,DEF,1.8,0.0,1.8,0.3,1
Jesse Hoiby,NOR,1.8,3.3,1.5,0.0,1
Gerald Tate,UNKNOWN,1.8,0.0,2.0,0.0,1
Felix Kossaras,COLO,1.8,0.7,1.2,0.1,1
Xander Wedlow,SBU,1.7,0.1,1.1,0.0,1
Christian Reid,USM,1.7,0.2,1.6,0.0,1
Mike Bekelja,KENT,1.7,0.5,1.7,0.5,1
Will Allen,LT,1.7,0.0,1.7,0.0,1
Caleb Surgers,DSU,1.7,0.2,2.7,0.0,1
Christian Gamble,MERC,1.7,0.7,0.9,0.3,1
Isaac Brice,PRST,1.7,0.3,0.7,0.0,1
Davonte Davis,OKST,1.7,0.8,1.3,0.2,1
Burke Smith,PAC,1.7,0.1,1.5,0.0,1
Ralph Martino Jr.,UMES,1.7,0.5,2.1,0.1,1
Malik Lamin,SUU,1.7,0.2,2.2,0.0,1
Percy Daniels,TULN,1.7,0.4,1.6,0.0,1
Christian Tucker,CAL,1.7,1.0,0.9,0.3,1
TJ Berger,LAF,1.7,0.3,1.2,0.2,1
Chol Marial,SJSU,1.7,0.1,2.3,0.1,1
DJ Thompson,TRB,1.7,0.7,3.7,0.0,1
Austin Born,STA,1.7,0.3,1.7,0.3,1
Jordan Smith,STNSLS,1.7,0.3,1.3,0.3,1
Aidan Harris,SFPA,1.7,0.4,2.1,0.1,1
Dion Grisnold,DALLA,1.7,0.7,1.7,0.0,1
Lee Newton,PSUS,1.7,0.0,0.0,0.3,1
Jeffrey Clark Ii,COLI,1.7,1.0,1.3,0.0,1
TJ Ford Jr.,UIW,1.6,1.8,0.8,0.2,1
Luka Toews,BC,1.6,1.3,0.4,0.2,1
Jordy Barnes,USU,1.6,2.2,0.8,0.3,1
Seth Joba,UVM,1.6,0.2,1.2,0.4,1
Mintautas Mockus,UIW,1.6,0.4,2.2,0.2,1
Jalen Jackson,EAS,1.6,1.6,0.4,0.0,1
Richie Springs,QUIN,1.6,0.3,1.4,0.0,1
Chika Nduka,MTST,1.6,1.0,1.0,0.0,1
Emmanuel Innocenti,GONZ,1.6,0.9,1.8,0.3,1
Trey Stewart,BYU,1.6,0.5,0.3,0.4,1
Ra'Heim Moss,ORE,1.6,0.5,1.6,0.1,1
Chris Cain,COR,1.6,0.8,1.2,0.1,1
Caedin Hamilton,MARQ,1.6,0.6,1.3,0.0,1
Justin Pippen,MICH,1.6,0.6,0.7,0.3,1
Parby Kabamba,MRST,1.6,0.2,1.6,0.3,1
Parker Gerrits,WSU,1.5,0.9,1.0,0.3,1
Jaden Grant,FIU,1.5,0.7,1.5,0.2,1
Eduardo Klafke,MISS,1.5,0.5,1.0,0.4,1
Abdou Samb,TOW,1.5,0.3,1.5,0.0,1
George Ivory III,MVSU,1.5,0.2,1.1,0.3,1
Ahmed Essahaty,SELA,1.5,0.8,1.4,0.1,1
Shawn Simmons II,JOES,1.5,0.2,1.1,0.0,1
Roee Oselka,GB,1.5,0.3,1.2,0.0,1
Sabry Philip,STBK,1.5,0.5,1.9,0.0,1
Tibet Gorener,SMU,1.5,0.2,0.8,0.3,1
Brady Nelson,ALICE,1.5,0.5,3.0,0.5,1
Ja'Heim Hudson,AUB,1.5,0.4,1.0,0.1,1
Nathan Brummett,LIF,1.5,0.0,0.3,0.0,1
Trevor Vertiz,CHAMP,1.5,0.5,1.0,0.0,1
Tommy Gregwer,AQU,1.5,0.0,2.0,0.5,1
Cooper Rubio,TRMC,1.5,0.0,0.5,0.5,1
Colby Tanner,ACU,1.5,0.1,0.2,0.5,1
Shaylen Woodberry,COLOR,1.5,0.5,1.0,0.5,1
Chris Moore,MONTR,1.5,0.5,2.5,0.0,1
Louis Penn III,BRESC,1.5,0.5,1.3,0.5,1
Baraka Okojie,MEM,1.5,1.1,1.2,0.2,1
Erdemalp Erdem,BRESC,1.5,1.5,3.3,0.0,1
Dre'Sean Roberts,DEF,1.5,0.8,1.8,0.0,1
Wes Clarkson,LIF,1.5,0.7,1.0,0.2,1
Nathan Pettus Jr.,CHEY,1.5,0.0,1.0,0.3,1
Kailen Green,LAVERNE,1.5,0.5,1.5,0.5,1
Salim Arikat,MENLO,1.5,1.0,0.5,0.5,1
Parker Hodgson,WILP,1.5,0.0,2.0,0.5,1
Aiden Carver,PFEIF,1.5,0.0,0.0,0.5,1
Matar Wade,MORG,1.5,0.4,1.8,0.0,1
Tony Webb,ERSKINE,1.5,1.5,0.0,0.5,1
Rob Spaulding IV,ERSKINE,1.5,0.0,0.5,0.5,1
Jalen Jennings,ERSKINE,1.5,0.0,2.0,0.5,1
Ahmir Ruffin,DEF,1.5,0.3,0.8,0.3,1
Elijah Cathcart,WILP,1.5,0.5,1.0,0.5,1
Brett Dent,NBRY,1.5,0.0,3.0,0.5,1
Desmier Hatchett,ALICE,1.5,0.5,2.0,0.5,1
Jake Harper,MATYKL,1.5,0.0,0.5,0.3,1
Isaiah Mitchell,DALLA,1.5,0.0,1.5,0.3,1
Drew Cannon,BOB,1.5,0.0,1.0,0.5,1
Shane Mcgaughey-Fick,NWU,1.5,0.5,1.0,0.5,1
Richard Cross,NOR,1.5,0.3,1.8,0.5,1
JD McGee,NOR,1.5,1.3,2.0,0.5,1
Sean Richardson,SFIL,1.5,2.5,0.5,0.5,1
Sean Lerose,WMN,1.5,1.5,0.5,0.5,1
Karl Ashley,LAVERNE,1.5,1.0,1.0,0.0,1
Pharoah Fields,BLU,1.5,0.0,1.0,0.0,1
Nathaniel Law,COLOR,1.5,0.5,2.0,0.0,1
Daniel Ribeiro,OCCID,1.5,0.0,0.5,0.5,1
Mason Smith,TRMC,1.5,0.0,0.5,0.5,1
Emanuel Befekadu,TRMC,1.5,0.0,0.0,0.5,1
Braxton Peterson,RAND,1.5,0.5,1.0,0.5,1
Jaden Palmer-Perkins,RAND,1.5,0.5,0.0,0.0,1
Ibrahima Jarjou,CSO,1.5,0.0,2.0,0.0,1
Mark Wise,CSO,1.5,0.5,2.5,0.0,1
Ryan Gierhahn,TRII,1.5,0.5,2.0,0.0,1
Brett Bush,EMB,1.5,0.5,0.5,0.5,1
Adam Mickulin,EMB,1.5,0.0,0.0,0.0,1
Anthony James,EAS,1.5,0.8,3.3,0.3,1
Adam Montoya,NNMC,1.5,0.3,0.3,0.5,1
Daniel Cruz,LADY,1.5,0.5,1.0,0.5,1
Danny Hughley Iii,PEN,1.5,1.5,2.5,0.5,1
Carson Kraiza,AQU,1.5,0.0,0.5,0.5,1
Mohamed Musa,SOUTH,1.5,2.0,1.5,0.5,1
Spencer Mahoney,CAL,1.5,0.2,1.0,0.3,1
Taj Au-Duke,PEPP,1.5,0.8,0.8,0.1,1
Saadiq Moore,WEB,1.4,0.9,1.1,0.1,1
Logan Suber,LIP,1.4,0.8,1.1,0.2,1
Matthew Marsh,ORST,1.4,0.1,1.4,0.0,1
Jalen Barbee,CSUN,1.4,0.1,1.0,0.2,1
